admin2Name_en,admin2Name_ar,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin2AltName1_ar,admin2AltName2_ar,admin1Name_en,admin1Name_ar,admin1Pcode,admin0Name_en,admin0Name_ar,admin0Pcode,date,validOn,validTo
Ashmun,مركز أشمون,EG1703,Ashmun,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al-Bagur,مركز الباجور,EG1704,Al-Bagur,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al-Shuhada,مركز الشهداء,EG1705,Al-Shuhada,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Birkat Al-Sab,مركز بركة السبع,EG1706,Birkat Al-Sab,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Tala,مركز تلا,EG1707,Tala,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Quwisna,مركز قويسنا,EG1708,Quwisna,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Minuf,مركز منوف,EG1709,Minuf,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Sirs Al-Layyana City,قسم مدينة سرس الليانة,EG1710,Sirs Al-Layyana City,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Sadat City,مركز السادات,EG1711,Sadat City,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Minuf City,قسم مدينة منوف,EG1712,Minuf City,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Zemam Out,خارج الزمام,EG1800,Zemam Out,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Damanhur,قسم دمنهور,EG1801,Damanhur,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Damanhur,مركز دمنهور,EG1802,Damanhur,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Abu-l-Matamir,مركز ابوالمطامير,EG1803,Abu-l-Matamir,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Abu Hummus,مركز ابوحمص,EG1804,Abu Hummus,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al-Dilingat,مركز الدلنجات,EG1805,Al-Dilingat,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al-Mahmudiyya,مركز المحمودية,EG1806,Al-Mahmudiyya,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Itay Al-Barud,مركز إيتاى البارود,EG1807,Itay Al-Barud,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Hush Isa,مركز حوش عيسى,EG1808,Hush Isa,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Rashid,مركز رشيد,EG1809,Rashid,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Shubra Khît,مركز شبراخيت,EG1810,Shubra Khit,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Kafr Al-Dawwar,قسم كفرالدوار,EG1811,Kafr Al-Dawwar,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Kafr Al-Dawwar,مركز كفر الدوار,EG1812,Kafr Al-Dawwar,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Kum Hamada,مركز كوم حمادة,EG1813,Kum Hamada,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Wadi Al-NatrUn,مركز وادى النطرون,EG1814,Wadi Al-NatrUn,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al-Rahmaniyya,مركز الرحمانية,EG1815,Al-Rahmaniyya,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Idku,مركز إدكو,EG1816,Idku,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Nubariyya West,قسم غرب النوبارية,EG1817,Nubariyya West,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Badr,مركز بدر,EG1818,Badr,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Ismailiyya 1,قسم أول الاسماعيلية,EG1901,Ismailiyya 1,,,,,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Ismailiyya 2,قسم ثان الاسماعيلية,EG1902,Ismailiyya 2,,,,,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Ismailiyya 3,قسم ثالث الاسماعيلية,EG1903,Ismailiyya 3,,,,,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Ismailiyya,مركز الاسماعيلية,EG1904,Ismailiyya,,,,,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2006-01-01,2017-04-21,
"Tal al-Kabir, al-",مركز التل الكبير,EG1905,"Tal al-Kabir, al-",,,,,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2006-01-01,2017-04-21,
"Qantara Gharb, al-",مركز القنطرة,EG1906,"Qantara Gharb, al-",,,,,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Fayid,مركز فايد,EG1907,Fayid,,,,,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2006-01-01,2017-04-21,
"Qantara Sharq, al-",قسم القنطرة شرق,EG1908,"Qantara Sharq, al-",,,,,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Zemam Out,خارج الزمام,EG2100,Zemam Out,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Imbaba,قسم امبابه,EG2101,Imbaba,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al-Aguza,قسم العجوزة,EG2102,Al-Aguza,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
DuqqI,قسم الدقي,EG2103,DuqqI,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Giza,قسم الجيزة,EG2104,Giza,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Bulaq Al-DakrUr,قسم بولاق الدكرور,EG2105,Bulaq Al-DakrUr,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al-Ahram,قسم الأهرام,EG2106,Al-Ahram,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
6 October-1,قسم أول 6 أكتوبر,EG2107,6 October-1,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Hwamdeia,قسم الحوامدية,EG2108,Hwamdeia,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Giza,مركز الجيزة,EG2109,Giza,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Badrashain,مركز البدرشين,EG2110,Badrashain,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Saf,مركز الصف,EG2111,Saf,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Ayat,مركز العياط,EG2112,Ayat,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Imbaba,مركز إمبابة,EG2113,Imbaba,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Bahariya Oasis,قسم الواحات البحرية,EG2114,Bahariya Oasis,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Atfeh,مركز أطفيح,EG2115,Atfeh,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Auseem,مركز أوسيم,EG2116,Auseem,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Waraq,قسم الوراق,EG2117,Waraq,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Umraniyya,قسم العمرانية,EG2118,Umraniyya,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Shaykh Zayed,قسم الشيخ زايد,EG2119,Shaykh Zayed,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Kardasa,مركز كرداسة,EG2120,Kardasa,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
6 October-2,قسم ثان 6 أكتوبر,EG2121,6 October-2,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Zemam Out,خارج الزمام,EG2200,Zemam Out,,,,,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Bani Swayf,قسم بنى سويف,EG2201,Bani Swayf,,,,,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Bani Swayf,مركز بنى سويف,EG2202,Bani Swayf,,,,,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Bani Swayf City,قسم مدينة بنى سويف الجديدة,EG2203,Bani Swayf City,,,,,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al Fashn,مركز الفشن,EG2204,Al Fashn,,,,,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al Wasta,مركز الواسطى,EG2205,Al Wasta,,,,,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Ahnasya,مركز أهناسيا,EG2206,Ahnasya,,,,,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Biba,مركز ببا,EG2207,Biba,,,,,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Sumusta,مركز سمسطا,EG2208,Sumusta,,,,,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Nasir,مركز ناصر,EG2209,Nasir,,,,,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Zemam Out,خارج الزمام,EG2300,Zemam Out,,,,,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Fayyum,قسم الفيوم,EG2301,Fayyum,,,,,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Fayyum,مركز الفيوم,EG2302,Fayyum,,,,,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Abshaway,مركز أبشواى,EG2303,Abshaway,,,,,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Atsa,مركز أطسا,EG2304,Atsa,,,,,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Sinuras,مركز سنورس,EG2305,Sinuras,,,,,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Tamya,مركز طامية,EG2306,Tamya,,,,,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Yousef El sadeq,مركز يوسف الصديق,EG2307,Yousef El sadeq,,,,,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Fayyum City,مدينة الفيوم الجديدة,EG2308,Fayyum City,,,,,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Zemam Out,خارج الزمام,EG2400,Zemam Out,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Kesm Al-minya,قسم المنيا,EG2401,Kesm Al-minya,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Markz Al Minya,مركز المنيا,EG2402,Markz Al Minya,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2006-01-01,2017-04-21,
New Minya,مدينة المنيا الجديدة,EG2403,New Minya,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Markz Abu Qurqas,مركز ابو قرقاص,EG2404,Markz Abu Qurqas,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Markz Al Idwa,مركز العدوة,EG2405,Markz Al Idwa,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Markz Bani Mazar,مركز بنى مزار,EG2406,Markz Bani Mazar,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Markz Dir Mawas,مركز دير مواس,EG2407,Markz Dir Mawas,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Markz Samalut,مركز سمالوط,EG2408,Markz Samalut,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Markz Matay,مركز مطاى,EG2409,Markz Matay,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Markz Maghagha,مركز مغاغة,EG2410,Markz Maghagha,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Kesm Mallawi,قسم ملوى,EG2411,Kesm Mallawi,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Markz Mallawi,مركز ملوى,EG2412,Markz Mallawi,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Zemam Out,صحراء أسيوط,EG2500,Zemam Out,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Kesm Awal Assuit,قسم أول أسيوط,EG2501,Kesm Awal Assuit,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Kesm Than Assuit,قسم ثان أسيوط,EG2502,Kesm Than Assuit,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Assuit,مركز أسيوط,EG2503,Assuit,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Abnub,مركز أبنوب,EG2504,Abnub,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Abu Tig,مركز أبوتيج,EG2505,Abu Tig,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al- Badari,مركز البدارى,EG2506,Al- Badari,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Sahil Silim,مركز ساحل سليم,EG2507,Sahil Silim,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al-Ghanayem,مركز الغنايم,EG2508,Al-Ghanayem,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al-Qusia,مركز القوصية,EG2509,Al-Qusia,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Dayrut,مركز ديروط,EG2510,Dayrut,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Sidfa,مركز صدفا,EG2511,Sidfa,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Manfalut,مركز منفلوط,EG2512,Manfalut,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Alfath,مركز الفتح,EG2513,Alfath,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Assuit City,مدينة اسيوط الجديدة,EG2514,Assuit City,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Zemam Out,صحراء سوهاج,EG2600,Zemam Out,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Suhag,قسم اول سوهاج,EG2601,Suhag,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Suhag-2,قسم ثان سوهاج,EG2602,Suhag-2,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Suhag,مركز سوهاج,EG2603,Suhag,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Akhmim,مركز أخميم,EG2604,Akhmim,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al-Balyana,مركز البلينا,EG2605,Al-Balyana,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al-Maragha ,مركز المراغة,EG2606,Al-Maragha ,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al-Minshat,مركز المنشأة,EG2607,Al-Minshat,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Dar al-Salam ,مركز دار السلام,EG2608,Dar al-Salam ,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Girga,قسم جرجا,EG2609,Girga,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Girga,مركز جرجا,EG2610,Girga,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Guhayna Al-Gharbiyya,مركز جهينة الغربية,EG2611,Guhayna Al-Gharbiyya,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Saqulta,مركز ساقلته,EG2612,Saqulta,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Tama,مركز طما,EG2613,Tama,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Tahta,مركز طهطا,EG2614,Tahta,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Kesm Tahta,قسم طهطا,EG2615,Kesm Tahta,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Kawther,قسم الكوثر,EG2616,Kawther,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al Usayrat,مركز العسيرات,EG2617,Al Usayrat,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Akhmim City,مدينة أخميم الجديدة,EG2618,Akhmim City,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Suhag City,مدينة سوهاج الجديدة,EG2619,Suhag City,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Zemam Out,صحراء قنا,EG2700,Zemam Out,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Qina,قسم قنا,EG2701,Qina,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Qina,مركز قنا,EG2702,Qina,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Abu Tisht,مركز أبو طشت,EG2703,Abu Tisht,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Armant,مركز أرمنت,EG2704,Armant,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Isna,مركز إسنا,EG2705,Isna,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Dishna,مركز دشنا,EG2706,Dishna,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Qus,مركز قوص,EG2707,Qus,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Nag Hammadi,مركز نجع حمادى,EG2708,Nag Hammadi,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Naqada,مركز نقادة,EG2709,Naqada,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Farshut,مركز فرشوط,EG2710,Farshut,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Qift,مركز قفط,EG2711,Qift,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al Waqf,مركز الوقف,EG2712,Al Waqf,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Qina City,مدينة قنا الجديدة,EG2713,Qina City,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Zemam Out,خارج الزمام,EG2800,Zemam Out,,,,,Aswan,أسوان,EG28,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Aswan,قسم أسوان,EG2801,Aswan,,,,,Aswan,أسوان,EG28,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Aswan,مركز أسوان,EG2802,Aswan,,,,,Aswan,أسوان,EG28,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Adfu,مركز أدفو,EG2803,Adfu,,,,,Aswan,أسوان,EG28,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Kum Umbu,مركز كوم امبو,EG2804,Kum Umbu,,,,,Aswan,أسوان,EG28,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Nasr,مركز نصر,EG2805,Nasr,,,,,Aswan,أسوان,EG28,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Daraw,مركز دراو,EG2806,Daraw,,,,,Aswan,أسوان,EG28,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Abu Simbel,مركز أبوسنبل,EG2807,Abu Simbel,,,,,Aswan,أسوان,EG28,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Aswan City,مدينة أسوان الجديدة,EG2808,Aswan City,,,,,Aswan,أسوان,EG28,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Tushaka,مدينة توشكى الجديدة,EG2809,Tushaka,,,,,Aswan,أسوان,EG28,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Zemam Out,خارج الزمام,EG2900,Zemam Out,,,,,Luxor,مدينة الأقصر,EG29,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Luxor,قسم الأقصر,EG2901,Luxor,,,,,Luxor,مدينة الأقصر,EG29,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Luxor,مركز الأقصر,EG2902,Luxor,,,,,Luxor,مدينة الأقصر,EG29,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Tiba police station,مركز شرطة طيبة,EG2903,Tiba police station,,,,,Luxor,مدينة الأقصر,EG29,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Hurghada 1,قسم أول الغردقة,EG3101,Hurghada 1,,,,,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Qusir,قسم القصير,EG3102,Qusir,,,,,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Safaga,قسم سفاجا,EG3103,Safaga,,,,,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Marsa Alam,قسم مرسى علم,EG3104,Marsa Alam,,,,,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Ras Gharib,قسم رأس غارب,EG3105,Ras Gharib,,,,,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Shallatin,قسم شلاتين,EG3106,Shallatin,,,,,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Halayib,قسم حلايب,EG3107,Halayib,,,,,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Hurghada 2,قسم ثان الغردقة,EG3108,Hurghada 2,,,,,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al-Kharga Oasis,مركز الواحات الخارجة,EG3201,Al-Kharga Oasis,,,,,New Valley,الوادى الجديد,EG32,Egypt,مِصر,EG,2006-01-01,2017-04-21,
A-Dakhla Oasis,مركز الوحات الداخلة,EG3202,A-Dakhla Oasis,,,,,New Valley,الوادى الجديد,EG32,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al Farafra Oasis,مركز الفرافرة,EG3203,Al Farafra Oasis,,,,,New Valley,الوادى الجديد,EG32,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Paris Paris,مركز باريس,EG3204,Paris Paris,,,,,New Valley,الوادى الجديد,EG32,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Marsa Matruh,قسم مرسى مطروح,EG3301,Marsa Matruh,,,,,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al-Hammam,قسم الحمام,EG3302,Al-Hammam,,,,,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Salloum,قسم السلوم,EG3303,Salloum,,,,,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Daba,مركز الضبعة,EG3304,Daba,,,,,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Sidi Barani,قسم سيدى برانى,EG3305,Sidi Barani,,,,,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Siwa,مركز سيوة,EG3306,Siwa,,,,,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Alamn,قسم مارينا العلمين السياحية,EG3307,Alamn,,,,,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2006-01-01,2017-04-21,
North Coast,قسم الساحل الشمالى-جزء,EG3308,North Coast,,,,,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2006-01-01,2017-04-21,
El Arish 1,قسم أول العريش,EG3401,El Arish 1,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2006-01-01,2017-04-21,
El Arish 2,قسم ثان العريش,EG3402,El Arish 2,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2006-01-01,2017-04-21,
El Arish 3,قسم ثالث العريش,EG3403,El Arish 3,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2006-01-01,2017-04-21,
El Arish 4,قسم رابع العريش,EG3404,El Arish 4,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Bir Al-Abd,قسم بئر العبد,EG3405,Bir Al-Abd,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Al-Hasna,قسم الحسنة,EG3406,Al-Hasna,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2006-01-01,2017-04-21,
Nakhl,قسم نخل,EG3407,Nakhl,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2006-01-01,2017-04-21,
