admin3Name_en,admin3Name_ar,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ar,admin3AltName2_ar,admin2Name_en,admin2Name_ar,admin2Pcode,admin1Name_en,admin1Name_ar,admin1Pcode,admin0Name_en,admin0Name_ar,admin0Pcode,date,validOn,validTo
,سنيطة أبو طوالة,EG131433,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,شبرا العنب,EG131434,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,شبرا السلام,EG131435,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,شلشلمون,EG131436,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,شبية قش,EG131437,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,ظهر شرب,EG131438,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,قطيفة العزيزية,EG131439,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,قمرونة,EG131440,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كرديدة,EG131441,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر أبو دقن,EG131442,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر الدير,EG131443,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر الزقازيق القبلي,EG131444,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر الشعاورة,EG131445,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر الشيخ خليفة,EG131446,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر الصعايدة,EG131447,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر الغنيمي,EG131448,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر أيوب عوض,EG131449,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر بدران,EG131450,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر بقطر سعد,EG131451,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر حسن عطا الله,EG131452,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر حسن عكاشة,EG131453,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر حسن ندا,EG131454,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر حسين الطوبجي,EG131455,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر سلامة ابراهيم,EG131456,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر سلامة بشارة,EG131457,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر شلشلمون,EG131458,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر صليب رزق,EG131459,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر عبد الله شنقاص,EG131460,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر عبد الله عزيزة,EG131461,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر عبد النبي,EG131462,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر عثمان عفت,EG131463,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر علي غالي,EG131464,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر عمر مصطفي,EG131465,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر فرج جرجس,EG131466,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر محمد أحمد,EG131467,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر محمد الغتوري,EG131468,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر مصطفي,EG131469,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر موسي شاويش,EG131470,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر ميت بشار,EG131471,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر شعبان,EG131472,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر ميت سهيل,EG131473,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر نشوة,EG131474,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر يوسف سمري,EG131475,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كوم حلين,EG131476,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,ملاس,EG131477,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,منشأة شفيق,EG131478,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,ميت بشار,EG131479,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,ميت ربيعة الدلله,EG131480,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,ميت سهيل,EG131481,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,ميت يزيد,EG131482,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر أبوشحاتة,EG131483,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر المراغة,EG131484,,,,,,Minya al-Qamh,مركز منيا القمح,EG1314,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,مدينه ههيا,EG131501,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,الاحسانية,EG131502,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,الزرزمون,EG131503,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,السكاكرة,EG131504,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,السلامون,EG131505,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,الشبراوين,EG131506,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,العدوة,EG131507,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,العلاقمة,EG131508,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,العواسجة,EG131509,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,الفواقسة,EG131510,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,المحمودية,EG131511,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,المسلمي,EG131512,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,المطاوعة,EG131513,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,حوض نجيح,EG131514,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,خلوة أبو حطب,EG131515,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,شرشيمة,EG131516,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,صبيح,EG131517,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر أبو حطب,EG131518,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر الشيخ الظواهري,EG131519,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر الخضيري,EG131520,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر العايد,EG131521,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر المحمودية,EG131522,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر أولاد عطية,EG131523,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر حمودة أرناؤوط,EG131524,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر دبوس,EG131525,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر عجيبة,EG131526,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,منزل حيان,EG131527,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,منشأة غالي منصور,EG131528,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,مهدية,EG131529,,,,,,Hihya,مركز ههيا,EG1315,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,مدينة مشتول السوق,EG131601,,,,,,Mashtul Al-Suq,مركز مشتول السوق,EG1316,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,أبراش,EG131602,,,,,,Mashtul Al-Suq,مركز مشتول السوق,EG1316,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,البتية,EG131603,,,,,,Mashtul Al-Suq,مركز مشتول السوق,EG1316,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,الخشة,EG131604,,,,,,Mashtul Al-Suq,مركز مشتول السوق,EG1316,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,الصحافة,EG131605,,,,,,Mashtul Al-Suq,مركز مشتول السوق,EG1316,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,الغفارية,EG131606,,,,,,Mashtul Al-Suq,مركز مشتول السوق,EG1316,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,المناصرة,EG131607,,,,,,Mashtul Al-Suq,مركز مشتول السوق,EG1316,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,المنير,EG131608,,,,,,Mashtul Al-Suq,مركز مشتول السوق,EG1316,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,دهمشا,EG131609,,,,,,Mashtul Al-Suq,مركز مشتول السوق,EG1316,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,قشا,EG131610,,,,,,Mashtul Al-Suq,مركز مشتول السوق,EG1316,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر أبراش,EG131611,,,,,,Mashtul Al-Suq,مركز مشتول السوق,EG1316,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر الشرابية,EG131612,,,,,,Mashtul Al-Suq,مركز مشتول السوق,EG1316,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر دهمشا,EG131613,,,,,,Mashtul Al-Suq,مركز مشتول السوق,EG1316,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر يوسف شحاتة,EG131614,,,,,,Mashtul Al-Suq,مركز مشتول السوق,EG1316,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,نبتيت,EG131615,,,,,,Mashtul Al-Suq,مركز مشتول السوق,EG1316,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,مدينة الابراهيمية,EG131701,,,,,,El-Ibrahimiya,مركز الأبراهيمية,EG1317,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,الحبش,EG131702,,,,,,El-Ibrahimiya,مركز الأبراهيمية,EG1317,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,الحلاوات,EG131703,,,,,,El-Ibrahimiya,مركز الأبراهيمية,EG1317,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,الخضارية,EG131704,,,,,,El-Ibrahimiya,مركز الأبراهيمية,EG1317,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,السدس,EG131705,,,,,,El-Ibrahimiya,مركز الأبراهيمية,EG1317,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,الطرادية,EG131706,,,,,,El-Ibrahimiya,مركز الأبراهيمية,EG1317,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,تل محمد,EG131707,,,,,,El-Ibrahimiya,مركز الأبراهيمية,EG1317,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,شرقية مباشر,EG131708,,,,,,El-Ibrahimiya,مركز الأبراهيمية,EG1317,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,طواحين أكراش,EG131709,,,,,,El-Ibrahimiya,مركز الأبراهيمية,EG1317,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,قطيفة مباشر,EG131710,,,,,,El-Ibrahimiya,مركز الأبراهيمية,EG1317,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر الجلايلة,EG131711,,,,,,El-Ibrahimiya,مركز الأبراهيمية,EG1317,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر الشرفا البحري,EG131712,,,,,,El-Ibrahimiya,مركز الأبراهيمية,EG1317,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر الشيخ داود,EG131713,,,,,,El-Ibrahimiya,مركز الأبراهيمية,EG1317,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر أبو الديب,EG131714,,,,,,El-Ibrahimiya,مركز الأبراهيمية,EG1317,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر عوض سليمان,EG131715,,,,,,El-Ibrahimiya,مركز الأبراهيمية,EG1317,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر محسن,EG131716,,,,,,El-Ibrahimiya,مركز الأبراهيمية,EG1317,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفور نجم,EG131717,,,,,,El-Ibrahimiya,مركز الأبراهيمية,EG1317,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,مباشر,EG131718,,,,,,El-Ibrahimiya,مركز الأبراهيمية,EG1317,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,منشأة التحرير,EG131719,,,,,,El-Ibrahimiya,مركز الأبراهيمية,EG1317,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,مدينة القنايات,EG131801,,,,,,Al-Qanayat,قسم القنايات,EG1318,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,مدينة اولاد صقر,EG131901,,,,,,Awlad Saqr,مركز أولاد صقر,EG1319,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,إبراهيم حسن,EG131902,,,,,,Awlad Saqr,مركز أولاد صقر,EG1319,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,الصوفية,EG131903,,,,,,Awlad Saqr,مركز أولاد صقر,EG1319,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,بني حسن,EG131904,,,,,,Awlad Saqr,مركز أولاد صقر,EG1319,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,بني منصور,EG131905,,,,,,Awlad Saqr,مركز أولاد صقر,EG1319,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,بني عبس,EG131906,,,,,,Awlad Saqr,مركز أولاد صقر,EG1319,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,تلراك,EG131907,,,,,,Awlad Saqr,مركز أولاد صقر,EG1319,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,جزيرة مطاوع,EG131908,,,,,,Awlad Saqr,مركز أولاد صقر,EG1319,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,حمادة,EG131909,,,,,,Awlad Saqr,مركز أولاد صقر,EG1319,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,زور أبو الليل,EG131910,,,,,,Awlad Saqr,مركز أولاد صقر,EG1319,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,قصاصين الأزهار,EG131911,,,,,,Awlad Saqr,مركز أولاد صقر,EG1319,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر الشوافين,EG131912,,,,,,Awlad Saqr,مركز أولاد صقر,EG1319,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر الفرايحة,EG131913,,,,,,Awlad Saqr,مركز أولاد صقر,EG1319,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,منشأة ناصر,EG131914,,,,,,Awlad Saqr,مركز أولاد صقر,EG1319,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,منشأة السادات,EG131915,,,,,,Awlad Saqr,مركز أولاد صقر,EG1319,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,منشأة الأمير,EG131916,,,,,,Awlad Saqr,مركز أولاد صقر,EG1319,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,ابو عوينات,EG131917,,,,,,Awlad Saqr,مركز أولاد صقر,EG1319,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,مدينة القرين,EG132001,,,,,,Qurin,قسم القرين,EG1320,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,جزء من مدينة العاشر مجاورات من 1 - 34,EG132101,,,,,,10 Ramadan 2,قسم ثان مدينه العاشر من رمضان,EG1321,Sharkia,الشرقية,EG13,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,الرياح,EG140101,,,,,,Banha,قسم بنها,EG1401,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,المنشيه,EG140102,,,,,,Banha,قسم بنها,EG1401,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,بنها,EG140103,,,,,,Banha,قسم بنها,EG1401,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,بنها الجديده,EG140104,,,,,,Banha,قسم بنها,EG1401,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر مناقر,EG140105,,,,,,Banha,قسم بنها,EG1401,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,الرملة,EG140201,,,,,,Banha,مركز بنها,EG1402,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,الشموت,EG140202,,,,,,Banha,مركز بنها,EG1402,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,بتمدة,EG140203,,,,,,Banha,مركز بنها,EG1402,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,بقيرة,EG140204,,,,,,Banha,مركز بنها,EG1402,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,بطا,EG140205,,,,,,Banha,مركز بنها,EG1402,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,جزيرة بلي,EG140206,,,,,,Banha,مركز بنها,EG1402,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,جمجرة,EG140207,,,,,,Banha,مركز بنها,EG1402,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,دجوي,EG140208,,,,,,Banha,مركز بنها,EG1402,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,دملو,EG140209,,,,,,Banha,مركز بنها,EG1402,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,سندانهور,EG140210,,,,,,Banha,مركز بنها,EG1402,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,شبلنجة,EG140211,,,,,,Banha,مركز بنها,EG1402,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,طحلة,EG140212,,,,,,Banha,مركز بنها,EG1402,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,فرسيس,EG140213,,,,,,Banha,مركز بنها,EG1402,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر أبو ذكري,EG140214,,,,,,Banha,مركز بنها,EG1402,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر أبو زهرة,EG140215,,,,,,Banha,مركز بنها,EG1402,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر الأربعين,EG140216,,,,,,Banha,مركز بنها,EG1402,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر الجزار,EG140217,,,,,,Banha,مركز بنها,EG1402,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر الحصة,EG140218,,,,,,Banha,مركز بنها,EG1402,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
,كفر الحمام,EG140219,,,,,,Banha,مركز بنها,EG1402,Kalyoubia,القليوبية,EG14,Egypt,مِصر,EG,2006-01-01,2017-04-21,
