#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm3+code+v_numerodinatio,#adm3+name+i_eng+is_latn,#adm3+name+i_fra+is_latn,#adm3+name+i_kin+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm3+name+alt1+i_fra+is_latn,#adm3+name+alt2+i_fra+is_latn,#adm3+name+alt1+i_kin+is_latn,#adm3+name+alt2+i_kin+is_latn,#adm2+name+i_eng+is_latn,#adm2+name+i_fra+is_latn,#adm2+name+i_kin+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+name+i_fra+is_latn,#adm1+name+i_kin+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_fra+is_latn,#country+name+i_kin+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:646:3:2405,2405,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:24,1603:45:16:646:3:2405,Kinazi,,,RW2405,,,,,,,,Huye,,,RW24,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2406,2406,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:24,1603:45:16:646:3:2406,Maraba,,,RW2406,,,,,,,,Huye,,,RW24,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2407,2407,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:24,1603:45:16:646:3:2407,Mbazi,,,RW2407,,,,,,,,Huye,,,RW24,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2408,2408,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:24,1603:45:16:646:3:2408,Mukura,,,RW2408,,,,,,,,Huye,,,RW24,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2409,2409,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:24,1603:45:16:646:3:2409,Ngoma,,,RW2409,,,,,,,,Huye,,,RW24,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2410,2410,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:24,1603:45:16:646:3:2410,Ruhashya,,,RW2410,,,,,,,,Huye,,,RW24,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2411,2411,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:24,1603:45:16:646:3:2411,Rusatira,,,RW2411,,,,,,,,Huye,,,RW24,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2412,2412,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:24,1603:45:16:646:3:2412,Rwaniro,,,RW2412,,,,,,,,Huye,,,RW24,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2413,2413,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:24,1603:45:16:646:3:2413,Simbi,,,RW2413,,,,,,,,Huye,,,RW24,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2414,2414,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:24,1603:45:16:646:3:2414,Tumba,,,RW2414,,,,,,,,Huye,,,RW24,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2501,2501,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:25,1603:45:16:646:3:2501,Buruhukiro,,,RW2501,,,,,,,,Nyamagabe,,,RW25,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2502,2502,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:25,1603:45:16:646:3:2502,Cyanika,,,RW2502,,,,,,,,Nyamagabe,,,RW25,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2503,2503,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:25,1603:45:16:646:3:2503,Gasaka,,,RW2503,,,,,,,,Nyamagabe,,,RW25,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2504,2504,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:25,1603:45:16:646:3:2504,Gatare,,,RW2504,,,,,,,,Nyamagabe,,,RW25,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2505,2505,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:25,1603:45:16:646:3:2505,Kaduha,,,RW2505,,,,,,,,Nyamagabe,,,RW25,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2506,2506,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:25,1603:45:16:646:3:2506,Kamegeri,,,RW2506,,,,,,,,Nyamagabe,,,RW25,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2507,2507,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:25,1603:45:16:646:3:2507,Kibirizi,,,RW2507,,,,,,,,Nyamagabe,,,RW25,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2508,2508,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:25,1603:45:16:646:3:2508,Kibumbwe,,,RW2508,,,,,,,,Nyamagabe,,,RW25,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2509,2509,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:25,1603:45:16:646:3:2509,Kitabi,,,RW2509,,,,,,,,Nyamagabe,,,RW25,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2510,2510,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:25,1603:45:16:646:3:2510,Mbazi,,,RW2510,,,,,,,,Nyamagabe,,,RW25,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2511,2511,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:25,1603:45:16:646:3:2511,Mugano,,,RW2511,,,,,,,,Nyamagabe,,,RW25,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2512,2512,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:25,1603:45:16:646:3:2512,Musange,,,RW2512,,,,,,,,Nyamagabe,,,RW25,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2513,2513,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:25,1603:45:16:646:3:2513,Musebeya,,,RW2513,,,,,,,,Nyamagabe,,,RW25,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2514,2514,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:25,1603:45:16:646:3:2514,Mushubi,,,RW2514,,,,,,,,Nyamagabe,,,RW25,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2515,2515,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:25,1603:45:16:646:3:2515,Nkomane,,,RW2515,,,,,,,,Nyamagabe,,,RW25,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2516,2516,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:25,1603:45:16:646:3:2516,Tare,,,RW2516,,,,,,,,Nyamagabe,,,RW25,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2517,2517,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:25,1603:45:16:646:3:2517,Uwinkingi,,,RW2517,,,,,,,,Nyamagabe,,,RW25,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2601,2601,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:26,1603:45:16:646:3:2601,Bweramana,,,RW2601,,,,,,,,Ruhango,,,RW26,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2602,2602,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:26,1603:45:16:646:3:2602,Byimana,,,RW2602,,,,,,,,Ruhango,,,RW26,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2603,2603,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:26,1603:45:16:646:3:2603,Kabagali,,,RW2603,,Kabagari,,,,,,Ruhango,,,RW26,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2604,2604,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:26,1603:45:16:646:3:2604,Kinazi,,,RW2604,,,,,,,,Ruhango,,,RW26,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2605,2605,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:26,1603:45:16:646:3:2605,Kinihira,,,RW2605,,,,,,,,Ruhango,,,RW26,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2606,2606,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:26,1603:45:16:646:3:2606,Mbuye,,,RW2606,,,,,,,,Ruhango,,,RW26,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2607,2607,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:26,1603:45:16:646:3:2607,Mwendo,,,RW2607,,,,,,,,Ruhango,,,RW26,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2608,2608,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:26,1603:45:16:646:3:2608,Ntongwe,,,RW2608,,,,,,,,Ruhango,,,RW26,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2609,2609,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:26,1603:45:16:646:3:2609,Ruhango,,,RW2609,,,,,,,,Ruhango,,,RW26,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2701,2701,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:27,1603:45:16:646:3:2701,Cyeza,,,RW2701,,,,,,,,Muhanga,,,RW27,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2702,2702,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:27,1603:45:16:646:3:2702,Kabacuzi,,,RW2702,,,,,,,,Muhanga,,,RW27,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2703,2703,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:27,1603:45:16:646:3:2703,Kibangu,,,RW2703,,,,,,,,Muhanga,,,RW27,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2704,2704,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:27,1603:45:16:646:3:2704,Kiyumba,,,RW2704,,,,,,,,Muhanga,,,RW27,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2705,2705,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:27,1603:45:16:646:3:2705,Muhanga,,,RW2705,,,,,,,,Muhanga,,,RW27,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2706,2706,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:27,1603:45:16:646:3:2706,Mushishiro,,,RW2706,,,,,,,,Muhanga,,,RW27,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2707,2707,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:27,1603:45:16:646:3:2707,Nyabinoni,,,RW2707,,,,,,,,Muhanga,,,RW27,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2708,2708,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:27,1603:45:16:646:3:2708,Nyamabuye,,,RW2708,,,,,,,,Muhanga,,,RW27,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2709,2709,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:27,1603:45:16:646:3:2709,Nyarusange,,,RW2709,,,,,,,,Muhanga,,,RW27,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2710,2710,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:27,1603:45:16:646:3:2710,Rongi,,,RW2710,,,,,,,,Muhanga,,,RW27,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2711,2711,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:27,1603:45:16:646:3:2711,Rugendabari,,,RW2711,,,,,,,,Muhanga,,,RW27,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2712,2712,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:27,1603:45:16:646:3:2712,Shyogwe,,,RW2712,,,,,,,,Muhanga,,,RW27,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2801,2801,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:28,1603:45:16:646:3:2801,Gacurabwenge,,,RW2801,,,,,,,,Kamonyi,,,RW28,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2802,2802,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:28,1603:45:16:646:3:2802,Karama,,,RW2802,,,,,,,,Kamonyi,,,RW28,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2803,2803,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:28,1603:45:16:646:3:2803,Kayenzi,,,RW2803,,,,,,,,Kamonyi,,,RW28,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2804,2804,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:28,1603:45:16:646:3:2804,Kayumbu,,,RW2804,,,,,,,,Kamonyi,,,RW28,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2805,2805,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:28,1603:45:16:646:3:2805,Mugina,,,RW2805,,,,,,,,Kamonyi,,,RW28,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2806,2806,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:28,1603:45:16:646:3:2806,Musambira,,,RW2806,,,,,,,,Kamonyi,,,RW28,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2807,2807,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:28,1603:45:16:646:3:2807,Ngamba,,,RW2807,,,,,,,,Kamonyi,,,RW28,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2808,2808,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:28,1603:45:16:646:3:2808,Nyamiyaga,,,RW2808,,,,,,,,Kamonyi,,,RW28,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2809,2809,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:28,1603:45:16:646:3:2809,Nyarubaka,,,RW2809,,,,,,,,Kamonyi,,,RW28,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2810,2810,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:28,1603:45:16:646:3:2810,Rugarika,,,RW2810,,Rugalika,,,,,,Kamonyi,,,RW28,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2811,2811,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:28,1603:45:16:646:3:2811,Rukoma,,,RW2811,,,,,,,,Kamonyi,,,RW28,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:2812,2812,1603:45:16:646:0,1603:45:16:646:1:2,1603:45:16:646:2:28,1603:45:16:646:3:2812,Runda,,,RW2812,,,,,,,,Kamonyi,,,RW28,Southern Province,Province du Sud,Amajyepfo,RW2,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3101,3101,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:31,1603:45:16:646:3:3101,Bwishyura,,,RW3101,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3102,3102,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:31,1603:45:16:646:3:3102,Gashari,,,RW3102,,Gishari,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3103,3103,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:31,1603:45:16:646:3:3103,Gishyita,,,RW3103,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3104,3104,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:31,1603:45:16:646:3:3104,Gitesi,,,RW3104,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3105,3105,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:31,1603:45:16:646:3:3105,Mubuga,,,RW3105,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3106,3106,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:31,1603:45:16:646:3:3106,Murambi,,,RW3106,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3107,3107,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:31,1603:45:16:646:3:3107,Murundi,,,RW3107,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3108,3108,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:31,1603:45:16:646:3:3108,Mutuntu,,,RW3108,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3109,3109,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:31,1603:45:16:646:3:3109,Rubengera,,,RW3109,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3110,3110,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:31,1603:45:16:646:3:3110,Rugabano,,,RW3110,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3111,3111,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:31,1603:45:16:646:3:3111,Ruganda,,,RW3111,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3112,3112,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:31,1603:45:16:646:3:3112,Rwankuba,,,RW3112,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3113,3113,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:31,1603:45:16:646:3:3113,Twumba,,,RW3113,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3201,3201,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:32,1603:45:16:646:3:3201,Boneza,,,RW3201,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3202,3202,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:32,1603:45:16:646:3:3202,Gihango,,,RW3202,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3203,3203,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:32,1603:45:16:646:3:3203,Kigeyo,,,RW3203,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3204,3204,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:32,1603:45:16:646:3:3204,Kivumu,,,RW3204,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3205,3205,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:32,1603:45:16:646:3:3205,Manihira,,,RW3205,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3206,3206,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:32,1603:45:16:646:3:3206,Mukura,,,RW3206,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3207,3207,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:32,1603:45:16:646:3:3207,Murunda,,,RW3207,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
1603:45:16:646:3:3208,3208,1603:45:16:646:0,1603:45:16:646:1:3,1603:45:16:646:2:32,1603:45:16:646:3:3208,Musasa,,,RW3208,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
