#adm2+name+i_eng+is_latn,#adm2+name+i_ara+is_arab,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm2+name+alt1+i_ara+is_arab,#adm2+name+alt2+i_ara+is_arab,#adm1+name+i_eng+is_latn,#adm1+name+i_ara+is_arab,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_ara+is_arab,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Rahbat,,DZ006047,,,,,,Batna,باتنة,DZ006,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ras El Aioun,,DZ006048,,,,,,Batna,باتنة,DZ006,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sefiane,,DZ006049,,,,,,Batna,باتنة,DZ006,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Seggana,,DZ006050,,,,,,Batna,باتنة,DZ006,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Seriana,,DZ006051,,,,,,Batna,باتنة,DZ006,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Talkhemt,,DZ006052,,,,,,Batna,باتنة,DZ006,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Taxlent,,DZ006053,,,,,,Batna,باتنة,DZ006,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tazoult,,DZ006054,,,,,,Batna,باتنة,DZ006,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Theniet El Abed,,DZ006055,,,,,,Batna,باتنة,DZ006,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tighanimine,,DZ006056,,,,,,Batna,باتنة,DZ006,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tigharghar,,DZ006057,,,,,,Batna,باتنة,DZ006,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tilatou,,DZ006058,,,,,,Batna,باتنة,DZ006,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Timgad,,DZ006059,,,,,,Batna,باتنة,DZ006,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
T'Kout,,DZ006060,,,,,,Batna,باتنة,DZ006,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Zana El Beida,,DZ006061,,,,,,Batna,باتنة,DZ006,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Abadla,,DZ007001,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bechar,,DZ007002,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Abbes,,DZ007003,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Ikhlef,,DZ007004,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Ounif,,DZ007005,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Boukais,,DZ007006,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Ouata,,DZ007007,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Erg Ferradj,,DZ007008,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Igli,,DZ007009,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Kenadsa,,DZ007010,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Kerzaz,,DZ007011,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ksabi,,DZ007012,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Lahmar,,DZ007013,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mechraa Houari Boumediene,,DZ007014,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Meridja,,DZ007015,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mougheul,,DZ007016,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Khoudir,,DZ007017,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tabelbala,,DZ007018,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Taghit,,DZ007019,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tamert,,DZ007020,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Timmoudi,,DZ007021,,,,,,Bechar,بشار,DZ007,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Adekar,,DZ008001,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ait R_Zine,,DZ008002,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ait Smail,,DZ008003,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Akbou,,DZ008004,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Akfadou,,DZ008005,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Amalou,,DZ008006,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Amizour,,DZ008007,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Aokas,,DZ008008,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Barbacha,,DZ008009,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bejaia,,DZ008010,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Djellil,,DZ008011,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Ksila,,DZ008012,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Maouche,,DZ008013,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Melikech,,DZ008014,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Boudjellil,,DZ008015,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouhamza,,DZ008016,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Boukhelifa,,DZ008017,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chelata,,DZ008018,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chemini,,DZ008019,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Darguina,,DZ008020,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Draa El Kaid,,DZ008021,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Kseur,,DZ008022,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ferraoun,,DZ008023,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ifelain Ilmathen,,DZ008024,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ighil Ali,,DZ008025,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ighram,,DZ008026,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Kendira,,DZ008027,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Kherrata,,DZ008028,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Leflaye,,DZ008029,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Melbou,,DZ008030,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Ghir,,DZ008031,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouzellaguen,,DZ008032,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Seddouk,,DZ008033,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Semaoune,,DZ008034,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Aich,,DZ008035,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Ayad,,DZ008036,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Said,,DZ008037,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Souk El Thenine,,DZ008038,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Souk Oufella,,DZ008039,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tala Hamza,,DZ008040,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tamokra,,DZ008041,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tamridjet,,DZ008042,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Taourirt Ighil,,DZ008043,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Taskriout,,DZ008044,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tazmalt,,DZ008045,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tibane,,DZ008046,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tichi,,DZ008047,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tifra,,DZ008048,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Timzrit,,DZ008049,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tinebdar,,DZ008050,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tizi N'Berber,,DZ008051,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Toudja,,DZ008052,,,,,,Bejaia,بجاية,DZ008,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Naga,,DZ009001,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Zaatout,,DZ009002,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Besbes,,DZ009003,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Biskra,,DZ009004,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bordj Ben Azzouz,,DZ009005,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouchagroun,,DZ009006,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Branis,,DZ009007,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chetma,,DZ009008,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Djemorah,,DZ009009,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Doucen,,DZ009010,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ech Chaiba,,DZ009011,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Feidh,,DZ009012,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Ghrous,,DZ009013,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Hadjeb,,DZ009014,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Haouch,,DZ009015,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Kantara,,DZ009016,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Outaya,,DZ009017,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Foughala,,DZ009018,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Khangat Sidi Nadji,,DZ009019,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Lichana,,DZ009020,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Lioua,,DZ009021,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
M_Chouneche,,DZ009022,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
M_Ziraa,,DZ009023,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mekhadma,,DZ009024,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mlili,,DZ009025,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oughlal,,DZ009026,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Djellal,,DZ009027,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oumache,,DZ009028,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ras El Miaad,,DZ009029,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Khaled,,DZ009030,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Okba,,DZ009031,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tolga,,DZ009032,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Zeribet El Oued,,DZ009033,,,,,,Biskra,بسكرة,DZ009,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Romana,,DZ010001,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ben Khelil,,DZ010002,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Mered,,DZ010003,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Beni Tamou,,DZ010004,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Blida,,DZ010005,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouarfa,,DZ010006,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Boufarik,,DZ010007,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bougara,,DZ010008,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouinan,,DZ010009,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chebli,,DZ010010,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chiffa,,DZ010011,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chrea,,DZ010012,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Djebabra,,DZ010013,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Affroun,,DZ010014,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Guerrouaou,,DZ010015,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hammam Melouane,,DZ010016,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Larbaa,,DZ010017,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Meftah,,DZ010018,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mouzaia,,DZ010019,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued Djer,,DZ010020,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Oued El Alleug,,DZ010021,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Slama,,DZ010022,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Yaich,,DZ010023,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Souhane,,DZ010024,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Soumaa,,DZ010025,,,,,,Blida,البليدة,DZ010,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Taghrout,,DZ011001,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Tassera,,DZ011002,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Belimour,,DZ011003,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bendaoud,,DZ011004,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bir Kasdali,,DZ011005,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bordj Bou Arreridj,,DZ011006,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bordj Ghdir,,DZ011007,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bordj Zemoura,,DZ011008,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Colla,,DZ011009,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Djaafra,,DZ011010,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Achir,,DZ011011,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Anseur,,DZ011012,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Euch,,DZ011013,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Hammadia,,DZ011014,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Main,,DZ011015,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El M'Hir,,DZ011016,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ghilassa,,DZ011017,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Haraza,,DZ011018,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hasnaoua,,DZ011019,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Khelil,,DZ011020,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ksour,,DZ011021,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Mansoura,,DZ011022,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Medjana,,DZ011023,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Brahem,,DZ011024,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Dahmane,,DZ011025,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ouled Sidi Brahim,,DZ011026,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Rabta,,DZ011027,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ras El Oued,,DZ011028,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Sidi Embarek,,DZ011029,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tafreg,,DZ011030,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Taglait,,DZ011031,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tesmart,,DZ011032,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Theniet El Anseur,,DZ011033,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Tixter,,DZ011034,,,,,,Bordj Bou Arrer,برج بوعريريج,DZ011,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Aghbalou,,DZ012001,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ahl El Ksar,,DZ012002,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Bessam,,DZ012003,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain El Hadjar,,DZ012004,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Laloui,,DZ012005,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ain Turk,,DZ012006,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ait Laaziz,,DZ012007,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Aomar,,DZ012008,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Ath Mansour,,DZ012009,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bechloul,,DZ012010,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bir Ghbalou,,DZ012011,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bordj Oukhriss,,DZ012012,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouderbala,,DZ012013,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Bouira,,DZ012014,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Boukram,,DZ012015,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Chorfa,,DZ012016,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Dechmia,,DZ012017,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Dirah,,DZ012018,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Djebahia,,DZ012019,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Adjiba,,DZ012020,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Asnam,,DZ012021,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Hachimia,,DZ012022,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Hakimia,,DZ012023,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Khabouzia,,DZ012024,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
El Mokrani,,DZ012025,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Guerrouma,,DZ012026,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hadjera Zerga,,DZ012027,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Haizer,,DZ012028,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Hanif,,DZ012029,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Kadiria,,DZ012030,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Lakhdaria,,DZ012031,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
Maala,,DZ012032,,,,,,Bouira,البويرة,DZ012,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
