#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm2+name+i_spa+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_spa+is_latn,#adm2+name+alt2+i_spa+is_latn,#adm1+name+i_spa+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:340:2:1312,1312,La Virtud,HN1312,La Virtud,,,Lempira,HN13,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1313,1313,Lepaera,HN1313,Lepaera,,,Lempira,HN13,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1314,1314,Mapulaca,HN1314,Mapulaca,,,Lempira,HN13,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1315,1315,Piraera,HN1315,Piraera,,,Lempira,HN13,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1316,1316,San Andres,HN1316,San Andres,,,Lempira,HN13,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1317,1317,San Francisco,HN1317,San Francisco,,,Lempira,HN13,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1318,1318,San Juan Guarita,HN1318,San Juan Guarita,,,Lempira,HN13,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1319,1319,San Manuel Colohete,HN1319,San Manuel Colohete,,,Lempira,HN13,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1320,1320,San Rafael,HN1320,San Rafael,,,Lempira,HN13,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1321,1321,San Sebastian,HN1321,San Sebastian,,,Lempira,HN13,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1322,1322,Santa Cruz,HN1322,Santa Cruz,,,Lempira,HN13,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1323,1323,Talgua,HN1323,Talgua,,,Lempira,HN13,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1324,1324,Tambla,HN1324,Tambla,,,Lempira,HN13,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1325,1325,Tomala,HN1325,Tomala,,,Lempira,HN13,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1326,1326,Valladolid,HN1326,Valladolid,,,Lempira,HN13,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1327,1327,Virginia,HN1327,Virginia,,,Lempira,HN13,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1328,1328,San Marcos de Caiquin,HN1328,San Marcos de Caiquin,,,Lempira,HN13,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1401,1401,Ocotepeque,HN1401,Ocotepeque,,,Ocotepeque,HN14,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1402,1402,Belen Gualcho,HN1402,Belen Gualcho,,,Ocotepeque,HN14,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1403,1403,Concepcion,HN1403,Concepcion,,,Ocotepeque,HN14,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1404,1404,Dolores Merendon,HN1404,Dolores Merendon,,,Ocotepeque,HN14,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1405,1405,Fraternidad,HN1405,Fraternidad,,,Ocotepeque,HN14,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1406,1406,La Encarnacion,HN1406,La Encarnacion,,,Ocotepeque,HN14,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1407,1407,La Labor,HN1407,La Labor,,,Ocotepeque,HN14,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1408,1408,Lucerna,HN1408,Lucerna,,,Ocotepeque,HN14,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1409,1409,Mercedes,HN1409,Mercedes,,,Ocotepeque,HN14,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1410,1410,San Fernando,HN1410,San Fernando,,,Ocotepeque,HN14,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1411,1411,San Francisco del Valle,HN1411,San Francisco del Valle,,,Ocotepeque,HN14,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1412,1412,San Jorge,HN1412,San Jorge,,,Ocotepeque,HN14,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1413,1413,San Marcos,HN1413,San Marcos,,,Ocotepeque,HN14,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1414,1414,Santa Fe,HN1414,Santa Fe,,,Ocotepeque,HN14,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1415,1415,Sensenti,HN1415,Sensenti,,,Ocotepeque,HN14,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1416,1416,Sinuapa,HN1416,Sinuapa,,,Ocotepeque,HN14,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1501,1501,Juticalpa,HN1501,Juticalpa,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1502,1502,Campamento,HN1502,Campamento,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1503,1503,Catacamas,HN1503,Catacamas,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1504,1504,Concordia,HN1504,Concordia,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1505,1505,Dulce Nombre de Culmi,HN1505,Dulce Nombre de Culmi,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1506,1506,El Rosario,HN1506,El Rosario,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1507,1507,Esquipulas del Norte,HN1507,Esquipulas del Norte,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1508,1508,Gualaco,HN1508,Gualaco,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1509,1509,Guarizama,HN1509,Guarizama,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1510,1510,Guata,HN1510,Guata,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1511,1511,Guayape,HN1511,Guayape,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1512,1512,Jano,HN1512,Jano,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1513,1513,La Union,HN1513,La Union,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1514,1514,Mangulile,HN1514,Mangulile,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1515,1515,Manto,HN1515,Manto,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1516,1516,Salama,HN1516,Salama,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1517,1517,San Esteban,HN1517,San Esteban,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1518,1518,San Francisco de Becerra,HN1518,San Francisco de Becerra,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1519,1519,San Francisco de La Paz,HN1519,San Francisco de La Paz,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1520,1520,Santa Maria del Real,HN1520,Santa Maria del Real,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1521,1521,Silca,HN1521,Silca,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1522,1522,Yocon,HN1522,Yocon,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1523,1523,Patuca,HN1523,Patuca,,,Olancho,HN15,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1601,1601,Santa Barbara,HN1601,Santa Barbara,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1602,1602,Arada,HN1602,Arada,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1603,1603,Atima,HN1603,Atima,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1604,1604,Azacualpa,HN1604,Azacualpa,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1605,1605,Ceguaca,HN1605,Ceguaca,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1606,1606,Concepcion del Norte,HN1606,Concepcion del Norte,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1607,1607,Concepcion del Sur,HN1607,Concepcion del Sur,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1608,1608,Chinda,HN1608,Chinda,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1609,1609,El Nispero,HN1609,El Nispero,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1610,1610,Gualala,HN1610,Gualala,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1611,1611,Ilama,HN1611,Ilama,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1612,1612,Macuelizo,HN1612,Macuelizo,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1613,1613,Naranjito,HN1613,Naranjito,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1614,1614,Nuevo Celilac,HN1614,Nuevo Celilac,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1615,1615,Petoa,HN1615,Petoa,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1616,1616,Proteccion,HN1616,Proteccion,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1617,1617,Quimistan,HN1617,Quimistan,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1618,1618,San Francisco de Ojuera,HN1618,San Francisco de Ojuera,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1619,1619,San Jose de Colinas,HN1619,San Jose de Colinas,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1620,1620,San Luis,HN1620,San Luis,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1621,1621,San Marcos,HN1621,San Marcos,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1622,1622,San Nicolas,HN1622,San Nicolas,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1623,1623,San Pedro Zacapa,HN1623,San Pedro Zacapa,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1624,1624,San Vicente Centenario,HN1624,San Vicente Centenario,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1625,1625,Santa Rita,HN1625,Santa Rita,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1626,1626,Trinidad,HN1626,Trinidad,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1627,1627,Las Vegas,HN1627,Las Vegas,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1628,1628,Nueva Frontera,HN1628,Nueva Frontera,,,Santa Barbara,HN16,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1701,1701,Nacaome,HN1701,Nacaome,,,Valle,HN17,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1702,1702,Alianza,HN1702,Alianza,,,Valle,HN17,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1703,1703,Amapala,HN1703,Amapala,,,Valle,HN17,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1704,1704,Aramecina,HN1704,Aramecina,,,Valle,HN17,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1705,1705,Caridad,HN1705,Caridad,,,Valle,HN17,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1706,1706,Goascoran,HN1706,Goascoran,,,Valle,HN17,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1707,1707,Langue,HN1707,Langue,,,Valle,HN17,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1708,1708,San Francisco de Coray,HN1708,San Francisco de Coray,,,Valle,HN17,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1709,1709,San Lorenzo,HN1709,San Lorenzo,,,Valle,HN17,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1801,1801,Yoro,HN1801,Yoro,,,Yoro,HN18,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1802,1802,Arenal,HN1802,Arenal,,,Yoro,HN18,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1803,1803,El Negrito,HN1803,El Negrito,,,Yoro,HN18,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1804,1804,El Progreso,HN1804,El Progreso,,,Yoro,HN18,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1805,1805,Jocon,HN1805,Jocon,,,Yoro,HN18,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1806,1806,Morazan,HN1806,Morazan,,,Yoro,HN18,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1807,1807,Olanchito,HN1807,Olanchito,,,Yoro,HN18,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1808,1808,Santa Rita,HN1808,Santa Rita,,,Yoro,HN18,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1809,1809,Sulaco,HN1809,Sulaco,,,Yoro,HN18,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1810,1810,Victoria,HN1810,Victoria,,,Yoro,HN18,Honduras,HN,2010-07-01,2020-11-24,
1603:45:16:340:2:1811,1811,Yorito,HN1811,Yorito,,,Yoro,HN18,Honduras,HN,2010-07-01,2020-11-24,
