qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:566:2:7014,7014,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7014,Obi,NG007014,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7015,7015,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7015,Ogbadibo,NG007015,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7016,7016,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7016,Ohimini,NG007016,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7017,7017,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7017,Oju,NG007017,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7018,7018,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7018,Okpokwu,NG007018,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7019,7019,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7019,Oturkpo,NG007019,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7020,7020,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7020,Tarka,NG007020,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7021,7021,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7021,Ukum,NG007021,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7022,7022,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7022,Ushongo,NG007022,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7023,7023,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7023,Vandeikya,NG007023,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8001,8001,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8001,Abadam,NG008001,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8002,8002,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8002,Askira/Uba,NG008002,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8003,8003,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8003,Bama,NG008003,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8004,8004,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8004,Bayo,NG008004,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8005,8005,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8005,Biu,NG008005,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8006,8006,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8006,Chibok,NG008006,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8007,8007,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8007,Damboa,NG008007,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8008,8008,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8008,Dikwa,NG008008,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8009,8009,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8009,Gubio,NG008009,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8010,8010,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8010,Guzamala,NG008010,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8011,8011,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8011,Gwoza,NG008011,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8012,8012,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8012,Hawul,NG008012,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8013,8013,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8013,Jere,NG008013,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8014,8014,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8014,Kaga,NG008014,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8015,8015,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8015,Kala/Balge,NG008015,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8016,8016,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8016,Konduga,NG008016,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8017,8017,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8017,Kukawa,NG008017,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8018,8018,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8018,Kwaya Kusar,NG008018,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8019,8019,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8019,Mafa,NG008019,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8020,8020,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8020,Magumeri,NG008020,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8021,8021,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8021,Maiduguri,NG008021,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8022,8022,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8022,Marte,NG008022,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8023,8023,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8023,Mobbar,NG008023,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8024,8024,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8024,Monguno,NG008024,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8025,8025,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8025,Ngala,NG008025,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8026,8026,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8026,Nganzai,NG008026,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:8027,8027,1603:45:16:566:0,1603:45:16:566:1:8,1603:45:16:566:2:8027,Shani,NG008027,Borno,NG008,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9001,9001,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9001,Abi,NG009001,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9002,9002,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9002,Akamkpa,NG009002,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9003,9003,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9003,Akpabuyo,NG009003,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9005,9005,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9005,Bakassi,NG009005,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9006,9006,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9006,Bekwara,NG009006,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9007,9007,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9007,Biase,NG009007,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9008,9008,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9008,Boki,NG009008,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9009,9009,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9009,Calabar South,NG009009,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9010,9010,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9010,Calabar-Municipal,NG009010,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9011,9011,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9011,Etung,NG009011,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9012,9012,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9012,Ikom,NG009012,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9013,9013,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9013,Obanliku,NG009013,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9014,9014,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9014,Obubra,NG009014,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9015,9015,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9015,Obudu,NG009015,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9016,9016,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9016,Odukpani,NG009016,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9017,9017,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9017,Ogoja,NG009017,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9018,9018,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9018,Yakurr,NG009018,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:9019,9019,1603:45:16:566:0,1603:45:16:566:1:9,1603:45:16:566:2:9019,Yala,NG009019,Cross River,NG009,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10001,10001,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10001,Aniocha North,NG010001,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10002,10002,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10002,Aniocha South,NG010002,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10003,10003,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10003,Bomadi,NG010003,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10004,10004,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10004,Burutu,NG010004,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10005,10005,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10005,Ethiope East,NG010005,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10006,10006,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10006,Ethiope West,NG010006,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10007,10007,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10007,Ika North East,NG010007,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10008,10008,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10008,Ika South,NG010008,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10009,10009,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10009,Isoko North,NG010009,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10010,10010,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10010,Isoko South,NG010010,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10011,10011,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10011,Ndokwa East,NG010011,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10012,10012,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10012,Ndokwa West,NG010012,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10013,10013,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10013,Okpe,NG010013,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10014,10014,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10014,Oshimili North,NG010014,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10015,10015,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10015,Oshimili South,NG010015,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10016,10016,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10016,Patani,NG010016,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10017,10017,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10017,Sapele,NG010017,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10018,10018,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10018,Udu,NG010018,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10019,10019,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10019,Ughelli North,NG010019,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10020,10020,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10020,Ughelli South,NG010020,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10021,10021,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10021,Ukwuani,NG010021,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10022,10022,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10022,Uvwie,NG010022,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10023,10023,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10023,Warri North,NG010023,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10024,10024,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10024,Warri South,NG010024,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:10025,10025,1603:45:16:566:0,1603:45:16:566:1:10,1603:45:16:566:2:10025,Warri South West,NG010025,Delta,NG010,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11001,11001,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11001,Abakaliki,NG011001,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11002,11002,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11002,Afikpo North,NG011002,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11003,11003,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11003,Afikpo South,NG011003,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11004,11004,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11004,Ebonyi,NG011004,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11005,11005,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11005,Ezza North,NG011005,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11006,11006,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11006,Ezza South,NG011006,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11007,11007,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11007,Ikwo,NG011007,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11008,11008,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11008,Ishielu,NG011008,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11009,11009,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11009,Ivo,NG011009,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11010,11010,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11010,Izzi,NG011010,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11011,11011,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11011,Ohaozara,NG011011,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11012,11012,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11012,Ohaukwu,NG011012,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:11013,11013,1603:45:16:566:0,1603:45:16:566:1:11,1603:45:16:566:2:11013,Onicha,NG011013,Ebonyi,NG011,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12001,12001,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12001,Akoko-Edo,NG012001,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12002,12002,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12002,Egor,NG012002,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12003,12003,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12003,Esan Central,NG012003,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12004,12004,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12004,Esan North East,NG012004,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12005,12005,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12005,Esan South East,NG012005,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12006,12006,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12006,Esan West,NG012006,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12007,12007,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12007,Etsako Central,NG012007,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12008,12008,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12008,Etsako East,NG012008,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12009,12009,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12009,Etsako West,NG012009,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12010,12010,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12010,Igueben,NG012010,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12011,12011,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12011,Ikpoba-Okha,NG012011,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12012,12012,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12012,Oredo,NG012012,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12013,12013,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12013,Orhionmwon,NG012013,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12014,12014,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12014,Ovia North East,NG012014,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12015,12015,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12015,Ovia South West,NG012015,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12016,12016,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12016,Owan East,NG012016,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12017,12017,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12017,Owan West,NG012017,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:12018,12018,1603:45:16:566:0,1603:45:16:566:1:12,1603:45:16:566:2:12018,Uhunmwonde,NG012018,Edo,NG012,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13001,13001,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13001,Ado Ekiti,NG013001,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13002,13002,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13002,Aiyekire (Gbonyin),NG013002,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13003,13003,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13003,Efon,NG013003,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13004,13004,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13004,Ekiti East,NG013004,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13005,13005,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13005,Ekiti South West,NG013005,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13006,13006,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13006,Ekiti West,NG013006,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13007,13007,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13007,Emure,NG013007,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13008,13008,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13008,Ido-Osi,NG013008,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13009,13009,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13009,Ijero,NG013009,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13010,13010,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13010,Ikere,NG013010,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13011,13011,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13011,Ikole,NG013011,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13012,13012,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13012,Ilejemeji,NG013012,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13013,13013,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13013,Irepodun/Ifelodun,NG013013,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13014,13014,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13014,Ise/Orun,NG013014,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13015,13015,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13015,Moba,NG013015,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:13016,13016,1603:45:16:566:0,1603:45:16:566:1:13,1603:45:16:566:2:13016,Oye,NG013016,Ekiti,NG013,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:14001,14001,1603:45:16:566:0,1603:45:16:566:1:14,1603:45:16:566:2:14001,Aninri,NG014001,Enugu,NG014,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:14002,14002,1603:45:16:566:0,1603:45:16:566:1:14,1603:45:16:566:2:14002,Awgu,NG014002,Enugu,NG014,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:14003,14003,1603:45:16:566:0,1603:45:16:566:1:14,1603:45:16:566:2:14003,Enugu East,NG014003,Enugu,NG014,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:14004,14004,1603:45:16:566:0,1603:45:16:566:1:14,1603:45:16:566:2:14004,Enugu North,NG014004,Enugu,NG014,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:14005,14005,1603:45:16:566:0,1603:45:16:566:1:14,1603:45:16:566:2:14005,Enugu South,NG014005,Enugu,NG014,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:14006,14006,1603:45:16:566:0,1603:45:16:566:1:14,1603:45:16:566:2:14006,Ezeagu,NG014006,Enugu,NG014,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:14007,14007,1603:45:16:566:0,1603:45:16:566:1:14,1603:45:16:566:2:14007,Igbo-Etiti,NG014007,Enugu,NG014,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:14008,14008,1603:45:16:566:0,1603:45:16:566:1:14,1603:45:16:566:2:14008,Igbo-Eze North,NG014008,Enugu,NG014,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:14009,14009,1603:45:16:566:0,1603:45:16:566:1:14,1603:45:16:566:2:14009,Igbo-Eze South,NG014009,Enugu,NG014,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:14010,14010,1603:45:16:566:0,1603:45:16:566:1:14,1603:45:16:566:2:14010,Isi-Uzo,NG014010,Enugu,NG014,Nigeria,NG,2017-02-23,2020-04-22,
