qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:116:2:1505,1505,1603:45:16:116:0,1603:45:16:116:1:15,1603:45:16:116:2:1505,Pursat,KH1505,Pursat,KH15,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1506,1506,1603:45:16:116:0,1603:45:16:116:1:15,1603:45:16:116:2:1506,Veal Veaeng,KH1506,Pursat,KH15,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1601,1601,1603:45:16:116:0,1603:45:16:116:1:16,1603:45:16:116:2:1601,Andoung Meas,KH1601,Ratanak Kiri,KH16,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1602,1602,1603:45:16:116:0,1603:45:16:116:1:16,1603:45:16:116:2:1602,Ban Lung,KH1602,Ratanak Kiri,KH16,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1603,1603,1603:45:16:116:0,1603:45:16:116:1:16,1603:45:16:116:2:1603,Bar Kaev,KH1603,Ratanak Kiri,KH16,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1604,1604,1603:45:16:116:0,1603:45:16:116:1:16,1603:45:16:116:2:1604,Koun Mom,KH1604,Ratanak Kiri,KH16,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1605,1605,1603:45:16:116:0,1603:45:16:116:1:16,1603:45:16:116:2:1605,Lumphat,KH1605,Ratanak Kiri,KH16,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1606,1606,1603:45:16:116:0,1603:45:16:116:1:16,1603:45:16:116:2:1606,Ou Chum,KH1606,Ratanak Kiri,KH16,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1607,1607,1603:45:16:116:0,1603:45:16:116:1:16,1603:45:16:116:2:1607,Ou Ya Dav,KH1607,Ratanak Kiri,KH16,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1608,1608,1603:45:16:116:0,1603:45:16:116:1:16,1603:45:16:116:2:1608,Ta Veaeng,KH1608,Ratanak Kiri,KH16,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1609,1609,1603:45:16:116:0,1603:45:16:116:1:16,1603:45:16:116:2:1609,Veun Sai,KH1609,Ratanak Kiri,KH16,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1701,1701,1603:45:16:116:0,1603:45:16:116:1:17,1603:45:16:116:2:1701,Angkor Chum,KH1701,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1702,1702,1603:45:16:116:0,1603:45:16:116:1:17,1603:45:16:116:2:1702,Angkor Thum,KH1702,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1703,1703,1603:45:16:116:0,1603:45:16:116:1:17,1603:45:16:116:2:1703,Banteay Srei,KH1703,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1704,1704,1603:45:16:116:0,1603:45:16:116:1:17,1603:45:16:116:2:1704,Chi Kraeng,KH1704,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1706,1706,1603:45:16:116:0,1603:45:16:116:1:17,1603:45:16:116:2:1706,Kralanh,KH1706,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1707,1707,1603:45:16:116:0,1603:45:16:116:1:17,1603:45:16:116:2:1707,Puok,KH1707,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1709,1709,1603:45:16:116:0,1603:45:16:116:1:17,1603:45:16:116:2:1709,Prasat Bakong,KH1709,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1710,1710,1603:45:16:116:0,1603:45:16:116:1:17,1603:45:16:116:2:1710,Siem Reap,KH1710,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1711,1711,1603:45:16:116:0,1603:45:16:116:1:17,1603:45:16:116:2:1711,Soutr Nikom,KH1711,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1712,1712,1603:45:16:116:0,1603:45:16:116:1:17,1603:45:16:116:2:1712,Srei Snam,KH1712,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1713,1713,1603:45:16:116:0,1603:45:16:116:1:17,1603:45:16:116:2:1713,Svay Leu,KH1713,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1714,1714,1603:45:16:116:0,1603:45:16:116:1:17,1603:45:16:116:2:1714,Varin,KH1714,Siemreap,KH17,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1801,1801,1603:45:16:116:0,1603:45:16:116:1:18,1603:45:16:116:2:1801,Preah Sihanouk,KH1801,Preah Sihanouk,KH18,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1802,1802,1603:45:16:116:0,1603:45:16:116:1:18,1603:45:16:116:2:1802,Prey Nob,KH1802,Preah Sihanouk,KH18,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1803,1803,1603:45:16:116:0,1603:45:16:116:1:18,1603:45:16:116:2:1803,Stueng Hav,KH1803,Preah Sihanouk,KH18,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1804,1804,1603:45:16:116:0,1603:45:16:116:1:18,1603:45:16:116:2:1804,Kampong Seila,KH1804,Preah Sihanouk,KH18,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1901,1901,1603:45:16:116:0,1603:45:16:116:1:19,1603:45:16:116:2:1901,Sesan,KH1901,Stung Treng,KH19,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1902,1902,1603:45:16:116:0,1603:45:16:116:1:19,1603:45:16:116:2:1902,Siem Bouk,KH1902,Stung Treng,KH19,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1903,1903,1603:45:16:116:0,1603:45:16:116:1:19,1603:45:16:116:2:1903,Siem Pang,KH1903,Stung Treng,KH19,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1904,1904,1603:45:16:116:0,1603:45:16:116:1:19,1603:45:16:116:2:1904,Stueng Traeng,KH1904,Stung Treng,KH19,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1905,1905,1603:45:16:116:0,1603:45:16:116:1:19,1603:45:16:116:2:1905,Thala Barivat,KH1905,Stung Treng,KH19,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2001,2001,1603:45:16:116:0,1603:45:16:116:1:20,1603:45:16:116:2:2001,Chantrea,KH2001,Svay Rieng,KH20,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2002,2002,1603:45:16:116:0,1603:45:16:116:1:20,1603:45:16:116:2:2002,Kampong Rou,KH2002,Svay Rieng,KH20,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2003,2003,1603:45:16:116:0,1603:45:16:116:1:20,1603:45:16:116:2:2003,Rumduol,KH2003,Svay Rieng,KH20,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2004,2004,1603:45:16:116:0,1603:45:16:116:1:20,1603:45:16:116:2:2004,Romeas Haek,KH2004,Svay Rieng,KH20,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2005,2005,1603:45:16:116:0,1603:45:16:116:1:20,1603:45:16:116:2:2005,Svay Chrum,KH2005,Svay Rieng,KH20,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2006,2006,1603:45:16:116:0,1603:45:16:116:1:20,1603:45:16:116:2:2006,Svay Rieng,KH2006,Svay Rieng,KH20,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2007,2007,1603:45:16:116:0,1603:45:16:116:1:20,1603:45:16:116:2:2007,Svay Teab,KH2007,Svay Rieng,KH20,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2008,2008,1603:45:16:116:0,1603:45:16:116:1:20,1603:45:16:116:2:2008,Bavet,KH2008,Svay Rieng,KH20,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2101,2101,1603:45:16:116:0,1603:45:16:116:1:21,1603:45:16:116:2:2101,Angkor Borei,KH2101,Takeo,KH21,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2102,2102,1603:45:16:116:0,1603:45:16:116:1:21,1603:45:16:116:2:2102,Bati,KH2102,Takeo,KH21,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2103,2103,1603:45:16:116:0,1603:45:16:116:1:21,1603:45:16:116:2:2103,Borei Cholsar,KH2103,Takeo,KH21,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2104,2104,1603:45:16:116:0,1603:45:16:116:1:21,1603:45:16:116:2:2104,Kiri Vong,KH2104,Takeo,KH21,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2105,2105,1603:45:16:116:0,1603:45:16:116:1:21,1603:45:16:116:2:2105,Kaoh Andaet,KH2105,Takeo,KH21,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2106,2106,1603:45:16:116:0,1603:45:16:116:1:21,1603:45:16:116:2:2106,Prey Kabbas,KH2106,Takeo,KH21,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2107,2107,1603:45:16:116:0,1603:45:16:116:1:21,1603:45:16:116:2:2107,Samraong,KH2107,Takeo,KH21,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2108,2108,1603:45:16:116:0,1603:45:16:116:1:21,1603:45:16:116:2:2108,Doun Kaev,KH2108,Takeo,KH21,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2109,2109,1603:45:16:116:0,1603:45:16:116:1:21,1603:45:16:116:2:2109,Tram Kak,KH2109,Takeo,KH21,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2110,2110,1603:45:16:116:0,1603:45:16:116:1:21,1603:45:16:116:2:2110,Treang,KH2110,Takeo,KH21,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2201,2201,1603:45:16:116:0,1603:45:16:116:1:22,1603:45:16:116:2:2201,Anlong Veaeng,KH2201,Oddar Meanchey,KH22,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2202,2202,1603:45:16:116:0,1603:45:16:116:1:22,1603:45:16:116:2:2202,Banteay Ampil,KH2202,Oddar Meanchey,KH22,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2203,2203,1603:45:16:116:0,1603:45:16:116:1:22,1603:45:16:116:2:2203,Chong Kal,KH2203,Oddar Meanchey,KH22,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2204,2204,1603:45:16:116:0,1603:45:16:116:1:22,1603:45:16:116:2:2204,Samraong,KH2204,Oddar Meanchey,KH22,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2205,2205,1603:45:16:116:0,1603:45:16:116:1:22,1603:45:16:116:2:2205,Trapeang Prasat,KH2205,Oddar Meanchey,KH22,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2301,2301,1603:45:16:116:0,1603:45:16:116:1:23,1603:45:16:116:2:2301,Damnak Chang'aeur,KH2301,Kep,KH23,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2302,2302,1603:45:16:116:0,1603:45:16:116:1:23,1603:45:16:116:2:2302,Kaeb,KH2302,Kep,KH23,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2401,2401,1603:45:16:116:0,1603:45:16:116:1:24,1603:45:16:116:2:2401,Pailin,KH2401,Pailin,KH24,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2402,2402,1603:45:16:116:0,1603:45:16:116:1:24,1603:45:16:116:2:2402,Sala Krau,KH2402,Pailin,KH24,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2501,2501,1603:45:16:116:0,1603:45:16:116:1:25,1603:45:16:116:2:2501,Dambae,KH2501,Tboung Khmum,KH25,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2502,2502,1603:45:16:116:0,1603:45:16:116:1:25,1603:45:16:116:2:2502,Krouch Chhmar,KH2502,Tboung Khmum,KH25,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2503,2503,1603:45:16:116:0,1603:45:16:116:1:25,1603:45:16:116:2:2503,Memot,KH2503,Tboung Khmum,KH25,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2504,2504,1603:45:16:116:0,1603:45:16:116:1:25,1603:45:16:116:2:2504,Ou Reang Ov,KH2504,Tboung Khmum,KH25,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2505,2505,1603:45:16:116:0,1603:45:16:116:1:25,1603:45:16:116:2:2505,Ponhea Kraek,KH2505,Tboung Khmum,KH25,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2506,2506,1603:45:16:116:0,1603:45:16:116:1:25,1603:45:16:116:2:2506,Suong,KH2506,Tboung Khmum,KH25,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:2507,2507,1603:45:16:116:0,1603:45:16:116:1:25,1603:45:16:116:2:2507,Tboung Khmum,KH2507,Tboung Khmum,KH25,Cambodia,KH,2014-10-14,2018-10-16,
