qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,eng-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:462:3:4008001,4008001,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4008,1603:45:16:462:3:4008001,Thoddoo,MV004008001,Alif Uthuru Buri,MV004008,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4008002,4008002,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4008,1603:45:16:462:3:4008002,Rasdhoo,MV004008002,Alif Uthuru Buri,MV004008,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4008003,4008003,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4008,1603:45:16:462:3:4008003,Ukulhas,MV004008003,Alif Uthuru Buri,MV004008,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4008004,4008004,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4008,1603:45:16:462:3:4008004,Mathiveri,MV004008004,Alif Uthuru Buri,MV004008,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4008005,4008005,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4008,1603:45:16:462:3:4008005,Bodufolhudhoo,MV004008005,Alif Uthuru Buri,MV004008,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4008006,4008006,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4008,1603:45:16:462:3:4008006,Feridhoo,MV004008006,Alif Uthuru Buri,MV004008,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4008007,4008007,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4008,1603:45:16:462:3:4008007,Maalhoss,MV004008007,Alif Uthuru Buri,MV004008,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4008008,4008008,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4008,1603:45:16:462:3:4008008,Himendhoo,MV004008008,Alif Uthuru Buri,MV004008,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4008009,4008009,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4008,1603:45:16:462:3:4008009,Vihamafaru,MV004008009,Alif Uthuru Buri,MV004008,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4009001,4009001,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4009,1603:45:16:462:3:4009001,Kaashidhoo,MV004009001,Kaafu Atoll,MV004009,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4009002,4009002,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4009,1603:45:16:462:3:4009002,Gaafaru,MV004009002,Kaafu Atoll,MV004009,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4009003,4009003,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4009,1603:45:16:462:3:4009003,Dhiffushi,MV004009003,Kaafu Atoll,MV004009,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4009004,4009004,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4009,1603:45:16:462:3:4009004,Thulusdhoo,MV004009004,Kaafu Atoll,MV004009,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4009005,4009005,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4009,1603:45:16:462:3:4009005,Huraa,MV004009005,Kaafu Atoll,MV004009,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4009006,4009006,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4009,1603:45:16:462:3:4009006,Himmafushi,MV004009006,Kaafu Atoll,MV004009,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4009007,4009007,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4009,1603:45:16:462:3:4009007,Gulhi,MV004009007,Kaafu Atoll,MV004009,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4009008,4009008,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4009,1603:45:16:462:3:4009008,Maafushi,MV004009008,Kaafu Atoll,MV004009,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4009009,4009009,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4009,1603:45:16:462:3:4009009,Guraidhoo,MV004009009,Kaafu Atoll,MV004009,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4009010,4009010,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4009,1603:45:16:462:3:4009010,Viligili,MV004009010,Kaafu Atoll,MV004009,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4010001,4010001,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4010,1603:45:16:462:3:4010001,Fulidhoo,MV004010001,Vaavu Atoll,MV004010,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4010002,4010002,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4010,1603:45:16:462:3:4010002,Thinadhoo,MV004010002,Vaavu Atoll,MV004010,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4010003,4010003,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4010,1603:45:16:462:3:4010003,Felidhoo,MV004010003,Vaavu Atoll,MV004010,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4010004,4010004,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4010,1603:45:16:462:3:4010004,Keyodhoo,MV004010004,Vaavu Atoll,MV004010,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4010005,4010005,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4010,1603:45:16:462:3:4010005,Rakeedhoo,MV004010005,Vaavu Atoll,MV004010,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4011001,4011001,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4011,1603:45:16:462:3:4011001,Feeali,MV004011001,Faafu Atoll,MV004011,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4011002,4011002,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4011,1603:45:16:462:3:4011002,Biledhdhoo,MV004011002,Faafu Atoll,MV004011,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4011003,4011003,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4011,1603:45:16:462:3:4011003,Magoodhoo,MV004011003,Faafu Atoll,MV004011,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4011004,4011004,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4011,1603:45:16:462:3:4011004,Dharaboodhoo,MV004011004,Faafu Atoll,MV004011,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4011005,4011005,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4011,1603:45:16:462:3:4011005,Nilandhoo,MV004011005,Faafu Atoll,MV004011,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4012001,4012001,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4012,1603:45:16:462:3:4012001,Meedhoo,MV004012001,Dhaal Atoll,MV004012,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4012002,4012002,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4012,1603:45:16:462:3:4012002,Badidhoo,MV004012002,Dhaal Atoll,MV004012,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4012003,4012003,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4012,1603:45:16:462:3:4012003,Ribudhoo,MV004012003,Dhaal Atoll,MV004012,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4012004,4012004,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4012,1603:45:16:462:3:4012004,Hulhudheli,MV004012004,Dhaal Atoll,MV004012,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4012005,4012005,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4012,1603:45:16:462:3:4012005,Gemendhoo,MV004012005,Dhaal Atoll,MV004012,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4012006,4012006,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4012,1603:45:16:462:3:4012006,Vaanee,MV004012006,Dhaal Atoll,MV004012,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4012007,4012007,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4012,1603:45:16:462:3:4012007,Maaeboodhoo,MV004012007,Dhaal Atoll,MV004012,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4012008,4012008,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4012,1603:45:16:462:3:4012008,Kudahuvadhoo,MV004012008,Dhaal Atoll,MV004012,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4013001,4013001,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4013,1603:45:16:462:3:4013001,Raimandhoo,MV004013001,Meemu Atoll,MV004013,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4013002,4013002,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4013,1603:45:16:462:3:4013002,Madifushi,MV004013002,Meemu Atoll,MV004013,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4013003,4013003,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4013,1603:45:16:462:3:4013003,Veyvah,MV004013003,Meemu Atoll,MV004013,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4013004,4013004,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4013,1603:45:16:462:3:4013004,Mulah,MV004013004,Meemu Atoll,MV004013,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4013005,4013005,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4013,1603:45:16:462:3:4013005,Muli,MV004013005,Meemu Atoll,MV004013,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4013006,4013006,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4013,1603:45:16:462:3:4013006,Naalaafushi,MV004013006,Meemu Atoll,MV004013,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4013007,4013007,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4013,1603:45:16:462:3:4013007,Kolhufushi,MV004013007,Meemu Atoll,MV004013,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4013008,4013008,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4013,1603:45:16:462:3:4013008,Dhiggaru,MV004013008,Meemu Atoll,MV004013,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4013009,4013009,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4013,1603:45:16:462:3:4013009,Maduvvari,MV004013009,Meemu Atoll,MV004013,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4014001,4014001,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4014,1603:45:16:462:3:4014001,Buruni,MV004014001,Thaa Atoll,MV004014,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4014002,4014002,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4014,1603:45:16:462:3:4014002,Vilufushi,MV004014002,Thaa Atoll,MV004014,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4014003,4014003,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4014,1603:45:16:462:3:4014003,Madifushi,MV004014003,Thaa Atoll,MV004014,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4014004,4014004,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4014,1603:45:16:462:3:4014004,Dhiyamigili,MV004014004,Thaa Atoll,MV004014,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4014005,4014005,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4014,1603:45:16:462:3:4014005,Guraidhoo,MV004014005,Thaa Atoll,MV004014,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4014006,4014006,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4014,1603:45:16:462:3:4014006,Kadoodhoo,MV004014006,Thaa Atoll,MV004014,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4014007,4014007,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4014,1603:45:16:462:3:4014007,Vandhoo,MV004014007,Thaa Atoll,MV004014,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4014008,4014008,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4014,1603:45:16:462:3:4014008,Hirilandhoo,MV004014008,Thaa Atoll,MV004014,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4014009,4014009,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4014,1603:45:16:462:3:4014009,Gaadhiffushi,MV004014009,Thaa Atoll,MV004014,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4014010,4014010,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4014,1603:45:16:462:3:4014010,Thimarafushi,MV004014010,Thaa Atoll,MV004014,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4014011,4014011,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4014,1603:45:16:462:3:4014011,Veymandoo,MV004014011,Thaa Atoll,MV004014,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4014012,4014012,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4014,1603:45:16:462:3:4014012,Kibidhoo,MV004014012,Thaa Atoll,MV004014,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4014013,4014013,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4014,1603:45:16:462:3:4014013,Omadhoo,MV004014013,Thaa Atoll,MV004014,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4015001,4015001,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4015,1603:45:16:462:3:4015001,Isdhoo,MV004015001,Laamu Atoll,MV004015,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4015002,4015002,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4015,1603:45:16:462:3:4015002,Dhabidhoo,MV004015002,Laamu Atoll,MV004015,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4015003,4015003,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4015,1603:45:16:462:3:4015003,Maabaidhoo,MV004015003,Laamu Atoll,MV004015,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4015004,4015004,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4015,1603:45:16:462:3:4015004,Mundhoo,MV004015004,Laamu Atoll,MV004015,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4015005,4015005,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4015,1603:45:16:462:3:4015005,Kalhaidhoo,MV004015005,Laamu Atoll,MV004015,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4015007,4015007,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4015,1603:45:16:462:3:4015007,Maavah,MV004015007,Laamu Atoll,MV004015,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4015008,4015008,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4015,1603:45:16:462:3:4015008,Fonadhoo,MV004015008,Laamu Atoll,MV004015,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4015009,4015009,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4015,1603:45:16:462:3:4015009,Gaadhoo,MV004015009,Laamu Atoll,MV004015,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4015010,4015010,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4015,1603:45:16:462:3:4015010,Maamendhoo,MV004015010,Laamu Atoll,MV004015,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4015011,4015011,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4015,1603:45:16:462:3:4015011,Hithadhoo,MV004015011,Laamu Atoll,MV004015,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4015012,4015012,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4015,1603:45:16:462:3:4015012,Kunahandhoo,MV004015012,Laamu Atoll,MV004015,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4015013,4015013,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4015,1603:45:16:462:3:4015013,Gan,MV004015013,Laamu Atoll,MV004015,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4020001,4020001,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4020,1603:45:16:462:3:4020001,Hanghghaameedhoo,MV004020001,Alif Dhekunu Buri,MV004020,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4020002,4020002,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4020,1603:45:16:462:3:4020002,Omadhoo,MV004020002,Alif Dhekunu Buri,MV004020,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4020003,4020003,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4020,1603:45:16:462:3:4020003,Kunburudhoo,MV004020003,Alif Dhekunu Buri,MV004020,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4020004,4020004,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4020,1603:45:16:462:3:4020004,Mahibadhoo,MV004020004,Alif Dhekunu Buri,MV004020,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4020005,4020005,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4020,1603:45:16:462:3:4020005,Mandhoo,MV004020005,Alif Dhekunu Buri,MV004020,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4020006,4020006,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4020,1603:45:16:462:3:4020006,Dhangethi,MV004020006,Alif Dhekunu Buri,MV004020,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4020007,4020007,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4020,1603:45:16:462:3:4020007,Dhigurah,MV004020007,Alif Dhekunu Buri,MV004020,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4020008,4020008,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4020,1603:45:16:462:3:4020008,Fenfushi,MV004020008,Alif Dhekunu Buri,MV004020,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4020009,4020009,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4020,1603:45:16:462:3:4020009,Dhidhdhoo,MV004020009,Alif Dhekunu Buri,MV004020,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:4020010,4020010,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4020,1603:45:16:462:3:4020010,Maamigili,MV004020010,Alif Dhekunu Buri,MV004020,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5016001,5016001,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5016,1603:45:16:462:3:5016001,Kolamaafushi,MV005016001,Gaaf Alif Atoll,MV005016,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5016002,5016002,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5016,1603:45:16:462:3:5016002,Viligili,MV005016002,Gaaf Alif Atoll,MV005016,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5016003,5016003,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5016,1603:45:16:462:3:5016003,Maamendhoo,MV005016003,Gaaf Alif Atoll,MV005016,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5016004,5016004,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5016,1603:45:16:462:3:5016004,Nilandhoo,MV005016004,Gaaf Alif Atoll,MV005016,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5016005,5016005,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5016,1603:45:16:462:3:5016005,Dhaandhoo,MV005016005,Gaaf Alif Atoll,MV005016,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5016006,5016006,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5016,1603:45:16:462:3:5016006,Dhevvadhoo,MV005016006,Gaaf Alif Atoll,MV005016,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5016007,5016007,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5016,1603:45:16:462:3:5016007,Kodey,MV005016007,Gaaf Alif Atoll,MV005016,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5016008,5016008,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5016,1603:45:16:462:3:5016008,Dhiyadhoo,MV005016008,Gaaf Alif Atoll,MV005016,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5016009,5016009,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5016,1603:45:16:462:3:5016009,Gemanafushi,MV005016009,Gaaf Alif Atoll,MV005016,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5016010,5016010,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5016,1603:45:16:462:3:5016010,Kanduhulhudhoo,MV005016010,Gaaf Alif Atoll,MV005016,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5017001,5017001,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5017,1603:45:16:462:3:5017001,Madeveli,MV005017001,Gaaf Dhaal Atoll,MV005017,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5017002,5017002,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5017,1603:45:16:462:3:5017002,Hoadedhdhoo,MV005017002,Gaaf Dhaal Atoll,MV005017,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5017003,5017003,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5017,1603:45:16:462:3:5017003,Nadallaa,MV005017003,Gaaf Dhaal Atoll,MV005017,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5017004,5017004,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5017,1603:45:16:462:3:5017004,Gadhdhoo,MV005017004,Gaaf Dhaal Atoll,MV005017,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5017005,5017005,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5017,1603:45:16:462:3:5017005,Rathafandhoo,MV005017005,Gaaf Dhaal Atoll,MV005017,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5017006,5017006,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5017,1603:45:16:462:3:5017006,Vaadhoo,MV005017006,Gaaf Dhaal Atoll,MV005017,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5017007,5017007,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5017,1603:45:16:462:3:5017007,Fiyoari,MV005017007,Gaaf Dhaal Atoll,MV005017,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5017008,5017008,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5017,1603:45:16:462:3:5017008,Maathoda,MV005017008,Gaaf Dhaal Atoll,MV005017,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5017009,5017009,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5017,1603:45:16:462:3:5017009,Fares,MV005017009,Gaaf Dhaal Atoll,MV005017,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5017010,5017010,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5017,1603:45:16:462:3:5017010,Thinadhoo,MV005017010,Gaaf Dhaal Atoll,MV005017,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:3:5017011,5017011,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5017,1603:45:16:462:3:5017011,Thelehuttaa,MV005017011,Gaaf Dhaal Atoll,MV005017,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
