#adm2+name+i_en,#adm2+name+i_ar,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_en,#adm2+name+alt2+i_en,#adm2+name+alt1+i_ar,#adm2+name+alt2+i_ar,#adm1+name+i_en,#adm1+name+i_ar,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_ar,#country+code+v_iso2,#date+start,#date+updated,#date+end
Shibin al-Kum,قسم شبين الكوم,EG1701,Shibin al-Kum,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Shibin al-Kum,مركز شبين الكوم,EG1702,Shibin al-Kum,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Ashmun,مركز أشمون,EG1703,Ashmun,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al-Bagur,مركز الباجور,EG1704,Al-Bagur,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al-Shuhada,مركز الشهداء,EG1705,Al-Shuhada,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Birkat Al-Sab,مركز بركة السبع,EG1706,Birkat Al-Sab,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Tala,مركز تلا,EG1707,Tala,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Quwisna,مركز قويسنا,EG1708,Quwisna,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Minuf,مركز منوف,EG1709,Minuf,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Sirs Al-Layyana City,قسم مدينة سرس الليانة,EG1710,Sirs Al-Layyana City,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Sadat City,مركز السادات,EG1711,Sadat City,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Minuf City,قسم مدينة منوف,EG1712,Minuf City,,,,,Menoufia,المنوفية,EG17,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Zemam Out,خارج الزمام,EG1800,Zemam Out,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Damanhur,قسم دمنهور,EG1801,Damanhur,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Damanhur,مركز دمنهور,EG1802,Damanhur,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Abu-l-Matamir,مركز ابوالمطامير,EG1803,Abu-l-Matamir,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Abu Hummus,مركز ابوحمص,EG1804,Abu Hummus,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al-Dilingat,مركز الدلنجات,EG1805,Al-Dilingat,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al-Mahmudiyya,مركز المحمودية,EG1806,Al-Mahmudiyya,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Itay Al-Barud,مركز إيتاى البارود,EG1807,Itay Al-Barud,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Hush Isa,مركز حوش عيسى,EG1808,Hush Isa,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Rashid,مركز رشيد,EG1809,Rashid,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Shubra Khît,مركز شبراخيت,EG1810,Shubra Khit,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Kafr Al-Dawwar,قسم كفرالدوار,EG1811,Kafr Al-Dawwar,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Kafr Al-Dawwar,مركز كفر الدوار,EG1812,Kafr Al-Dawwar,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Kum Hamada,مركز كوم حمادة,EG1813,Kum Hamada,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Wadi Al-NatrUn,مركز وادى النطرون,EG1814,Wadi Al-NatrUn,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al-Rahmaniyya,مركز الرحمانية,EG1815,Al-Rahmaniyya,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Idku,مركز إدكو,EG1816,Idku,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Nubariyya West,قسم غرب النوبارية,EG1817,Nubariyya West,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Badr,مركز بدر,EG1818,Badr,,,,,Behera,البحيرة,EG18,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Ismailiyya 1,قسم أول الاسماعيلية,EG1901,Ismailiyya 1,,,,,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Ismailiyya 2,قسم ثان الاسماعيلية,EG1902,Ismailiyya 2,,,,,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Ismailiyya 3,قسم ثالث الاسماعيلية,EG1903,Ismailiyya 3,,,,,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Ismailiyya,مركز الاسماعيلية,EG1904,Ismailiyya,,,,,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2017-08-14,2020-12-01,
"Tal al-Kabir, al-",مركز التل الكبير,EG1905,"Tal al-Kabir, al-",,,,,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2017-08-14,2020-12-01,
"Qantara Gharb, al-",مركز القنطرة,EG1906,"Qantara Gharb, al-",,,,,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Fayid,مركز فايد,EG1907,Fayid,,,,,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2017-08-14,2020-12-01,
"Qantara Sharq, al-",قسم القنطرة شرق,EG1908,"Qantara Sharq, al-",,,,,Ismailia,الإسماعيلية,EG19,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Zemam Out,خارج الزمام,EG2100,Zemam Out,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Imbaba,قسم امبابه,EG2101,Imbaba,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al-Aguza,قسم العجوزة,EG2102,Al-Aguza,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
DuqqI,قسم الدقي,EG2103,DuqqI,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Giza,قسم الجيزة,EG2104,Giza,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Bulaq Al-DakrUr,قسم بولاق الدكرور,EG2105,Bulaq Al-DakrUr,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al-Ahram,قسم الأهرام,EG2106,Al-Ahram,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
6 October-1,قسم أول 6 أكتوبر,EG2107,6 October-1,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Hwamdeia,قسم الحوامدية,EG2108,Hwamdeia,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Giza,مركز الجيزة,EG2109,Giza,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Badrashain,مركز البدرشين,EG2110,Badrashain,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Saf,مركز الصف,EG2111,Saf,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Ayat,مركز العياط,EG2112,Ayat,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Imbaba,مركز إمبابة,EG2113,Imbaba,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Bahariya Oasis,قسم الواحات البحرية,EG2114,Bahariya Oasis,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Atfeh,مركز أطفيح,EG2115,Atfeh,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Auseem,مركز أوسيم,EG2116,Auseem,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Waraq,قسم الوراق,EG2117,Waraq,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Umraniyya,قسم العمرانية,EG2118,Umraniyya,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Shaykh Zayed,قسم الشيخ زايد,EG2119,Shaykh Zayed,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Kardasa,مركز كرداسة,EG2120,Kardasa,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
6 October-2,قسم ثان 6 أكتوبر,EG2121,6 October-2,,,,,Giza,الجيزة,EG21,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Zemam Out,خارج الزمام,EG2200,Zemam Out,,,,,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Bani Swayf,قسم بنى سويف,EG2201,Bani Swayf,,,,,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Bani Swayf,مركز بنى سويف,EG2202,Bani Swayf,,,,,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Bani Swayf City,قسم مدينة بنى سويف الجديدة,EG2203,Bani Swayf City,,,,,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al Fashn,مركز الفشن,EG2204,Al Fashn,,,,,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al Wasta,مركز الواسطى,EG2205,Al Wasta,,,,,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Ahnasya,مركز أهناسيا,EG2206,Ahnasya,,,,,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Biba,مركز ببا,EG2207,Biba,,,,,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Sumusta,مركز سمسطا,EG2208,Sumusta,,,,,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Nasir,مركز ناصر,EG2209,Nasir,,,,,Beni Suef,بنى سويف,EG22,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Zemam Out,خارج الزمام,EG2300,Zemam Out,,,,,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Fayyum,قسم الفيوم,EG2301,Fayyum,,,,,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Fayyum,مركز الفيوم,EG2302,Fayyum,,,,,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Abshaway,مركز أبشواى,EG2303,Abshaway,,,,,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Atsa,مركز أطسا,EG2304,Atsa,,,,,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Sinuras,مركز سنورس,EG2305,Sinuras,,,,,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Tamya,مركز طامية,EG2306,Tamya,,,,,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Yousef El sadeq,مركز يوسف الصديق,EG2307,Yousef El sadeq,,,,,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Fayyum City,مدينة الفيوم الجديدة,EG2308,Fayyum City,,,,,Fayoum,الفيوم,EG23,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Zemam Out,خارج الزمام,EG2400,Zemam Out,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Kesm Al-minya,قسم المنيا,EG2401,Kesm Al-minya,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Markz Al Minya,مركز المنيا,EG2402,Markz Al Minya,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
New Minya,مدينة المنيا الجديدة,EG2403,New Minya,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Markz Abu Qurqas,مركز ابو قرقاص,EG2404,Markz Abu Qurqas,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Markz Al Idwa,مركز العدوة,EG2405,Markz Al Idwa,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Markz Bani Mazar,مركز بنى مزار,EG2406,Markz Bani Mazar,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Markz Dir Mawas,مركز دير مواس,EG2407,Markz Dir Mawas,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Markz Samalut,مركز سمالوط,EG2408,Markz Samalut,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Markz Matay,مركز مطاى,EG2409,Markz Matay,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Markz Maghagha,مركز مغاغة,EG2410,Markz Maghagha,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Kesm Mallawi,قسم ملوى,EG2411,Kesm Mallawi,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Markz Mallawi,مركز ملوى,EG2412,Markz Mallawi,,,,,Menia,المنيا,EG24,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Zemam Out,صحراء أسيوط,EG2500,Zemam Out,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Kesm Awal Assuit,قسم أول أسيوط,EG2501,Kesm Awal Assuit,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Kesm Than Assuit,قسم ثان أسيوط,EG2502,Kesm Than Assuit,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Assuit,مركز أسيوط,EG2503,Assuit,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Abnub,مركز أبنوب,EG2504,Abnub,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Abu Tig,مركز أبوتيج,EG2505,Abu Tig,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al- Badari,مركز البدارى,EG2506,Al- Badari,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Sahil Silim,مركز ساحل سليم,EG2507,Sahil Silim,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al-Ghanayem,مركز الغنايم,EG2508,Al-Ghanayem,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al-Qusia,مركز القوصية,EG2509,Al-Qusia,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Dayrut,مركز ديروط,EG2510,Dayrut,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Sidfa,مركز صدفا,EG2511,Sidfa,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Manfalut,مركز منفلوط,EG2512,Manfalut,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Alfath,مركز الفتح,EG2513,Alfath,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Assuit City,مدينة اسيوط الجديدة,EG2514,Assuit City,,,,,Assiut,أسيوط,EG25,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Zemam Out,صحراء سوهاج,EG2600,Zemam Out,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Suhag,قسم اول سوهاج,EG2601,Suhag,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Suhag-2,قسم ثان سوهاج,EG2602,Suhag-2,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Suhag,مركز سوهاج,EG2603,Suhag,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Akhmim,مركز أخميم,EG2604,Akhmim,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al-Balyana,مركز البلينا,EG2605,Al-Balyana,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al-Maragha ,مركز المراغة,EG2606,Al-Maragha ,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al-Minshat,مركز المنشأة,EG2607,Al-Minshat,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Dar al-Salam ,مركز دار السلام,EG2608,Dar al-Salam ,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Girga,قسم جرجا,EG2609,Girga,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Girga,مركز جرجا,EG2610,Girga,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Guhayna Al-Gharbiyya,مركز جهينة الغربية,EG2611,Guhayna Al-Gharbiyya,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Saqulta,مركز ساقلته,EG2612,Saqulta,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Tama,مركز طما,EG2613,Tama,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Tahta,مركز طهطا,EG2614,Tahta,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Kesm Tahta,قسم طهطا,EG2615,Kesm Tahta,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Kawther,قسم الكوثر,EG2616,Kawther,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al Usayrat,مركز العسيرات,EG2617,Al Usayrat,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Akhmim City,مدينة أخميم الجديدة,EG2618,Akhmim City,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Suhag City,مدينة سوهاج الجديدة,EG2619,Suhag City,,,,,Suhag,سوهاج,EG26,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Zemam Out,صحراء قنا,EG2700,Zemam Out,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Qina,قسم قنا,EG2701,Qina,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Qina,مركز قنا,EG2702,Qina,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Abu Tisht,مركز أبو طشت,EG2703,Abu Tisht,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Armant,مركز أرمنت,EG2704,Armant,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Isna,مركز إسنا,EG2705,Isna,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Dishna,مركز دشنا,EG2706,Dishna,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Qus,مركز قوص,EG2707,Qus,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Nag Hammadi,مركز نجع حمادى,EG2708,Nag Hammadi,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Naqada,مركز نقادة,EG2709,Naqada,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Farshut,مركز فرشوط,EG2710,Farshut,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Qift,مركز قفط,EG2711,Qift,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al Waqf,مركز الوقف,EG2712,Al Waqf,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Qina City,مدينة قنا الجديدة,EG2713,Qina City,,,,,Qena,قنا,EG27,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Zemam Out,خارج الزمام,EG2800,Zemam Out,,,,,Aswan,أسوان,EG28,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Aswan,قسم أسوان,EG2801,Aswan,,,,,Aswan,أسوان,EG28,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Aswan,مركز أسوان,EG2802,Aswan,,,,,Aswan,أسوان,EG28,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Adfu,مركز أدفو,EG2803,Adfu,,,,,Aswan,أسوان,EG28,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Kum Umbu,مركز كوم امبو,EG2804,Kum Umbu,,,,,Aswan,أسوان,EG28,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Nasr,مركز نصر,EG2805,Nasr,,,,,Aswan,أسوان,EG28,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Daraw,مركز دراو,EG2806,Daraw,,,,,Aswan,أسوان,EG28,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Abu Simbel,مركز أبوسنبل,EG2807,Abu Simbel,,,,,Aswan,أسوان,EG28,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Aswan City,مدينة أسوان الجديدة,EG2808,Aswan City,,,,,Aswan,أسوان,EG28,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Tushaka,مدينة توشكى الجديدة,EG2809,Tushaka,,,,,Aswan,أسوان,EG28,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Zemam Out,خارج الزمام,EG2900,Zemam Out,,,,,Luxor,مدينة الأقصر,EG29,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Luxor,قسم الأقصر,EG2901,Luxor,,,,,Luxor,مدينة الأقصر,EG29,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Luxor,مركز الأقصر,EG2902,Luxor,,,,,Luxor,مدينة الأقصر,EG29,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Tiba police station,مركز شرطة طيبة,EG2903,Tiba police station,,,,,Luxor,مدينة الأقصر,EG29,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Hurghada 1,قسم أول الغردقة,EG3101,Hurghada 1,,,,,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Qusir,قسم القصير,EG3102,Qusir,,,,,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Safaga,قسم سفاجا,EG3103,Safaga,,,,,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Marsa Alam,قسم مرسى علم,EG3104,Marsa Alam,,,,,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Ras Gharib,قسم رأس غارب,EG3105,Ras Gharib,,,,,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Shallatin,قسم شلاتين,EG3106,Shallatin,,,,,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Halayib,قسم حلايب,EG3107,Halayib,,,,,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Hurghada 2,قسم ثان الغردقة,EG3108,Hurghada 2,,,,,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al-Kharga Oasis,مركز الواحات الخارجة,EG3201,Al-Kharga Oasis,,,,,New Valley,الوادى الجديد,EG32,Egypt,مِصر,EG,2017-08-14,2020-12-01,
A-Dakhla Oasis,مركز الوحات الداخلة,EG3202,A-Dakhla Oasis,,,,,New Valley,الوادى الجديد,EG32,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al Farafra Oasis,مركز الفرافرة,EG3203,Al Farafra Oasis,,,,,New Valley,الوادى الجديد,EG32,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Paris Paris,مركز باريس,EG3204,Paris Paris,,,,,New Valley,الوادى الجديد,EG32,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Marsa Matruh,قسم مرسى مطروح,EG3301,Marsa Matruh,,,,,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Al-Hammam,قسم الحمام,EG3302,Al-Hammam,,,,,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Salloum,قسم السلوم,EG3303,Salloum,,,,,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Daba,مركز الضبعة,EG3304,Daba,,,,,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Sidi Barani,قسم سيدى برانى,EG3305,Sidi Barani,,,,,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Siwa,مركز سيوة,EG3306,Siwa,,,,,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2017-08-14,2020-12-01,
Alamn,قسم مارينا العلمين السياحية,EG3307,Alamn,,,,,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2017-08-14,2020-12-01,
North Coast,قسم الساحل الشمالى-جزء,EG3308,North Coast,,,,,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2017-08-14,2020-12-01,
El Arish 1,قسم أول العريش,EG3401,El Arish 1,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
El Arish 2,قسم ثان العريش,EG3402,El Arish 2,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
El Arish 3,قسم ثالث العريش,EG3403,El Arish 3,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
El Arish 4,قسم رابع العريش,EG3404,El Arish 4,,,,,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
