#adm2+name+i_en,#adm2+name+i_lo,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_en,#adm2+name+alt2+i_en,#adm2+name+alt1+i_lo,#adm2+name+alt2+i_lo,#adm1+name+i_en,#adm1+name+i_lo,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_lo,#country+code+v_iso2,#date+start,#date+updated,#date+end
Lao Ngarm,ມ. ເລົ່າງາມ,LA1407,,,,,,Salavan,ສາລະວັນ,LA14,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Samuoi,ມ. ສະໝ້ວຍ,LA1408,,,,,,Salavan,ສາລະວັນ,LA14,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Lamarm,ມ. ລະມາມ,LA1501,,,,,,Sekong,ເຊກອງ,LA15,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Kaleum,ມ. ກະເລິມ,LA1502,,,,,,Sekong,ເຊກອງ,LA15,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Dakcheung,ມ. ດັກຈຶງ,LA1503,,,,,,Sekong,ເຊກອງ,LA15,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Thateng,ມ. ທ່າແຕງ,LA1504,,,,,,Sekong,ເຊກອງ,LA15,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Pakse,ມ. ປາກເຊ,LA1601,,,,,,Champasack,ຈຳປາສັກ,LA16,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Sanasomboon,ມ. ຊະນະສົມບູນ,LA1602,,,,,,Champasack,ຈຳປາສັກ,LA16,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Bachiangchaleunsook,ມ. ບາຈຽງຈະເລີນສຸກ,LA1603,,,,,,Champasack,ຈຳປາສັກ,LA16,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Paksxong,ມ. ປາກຊ່ອງ,LA1604,,,,,,Champasack,ຈຳປາສັກ,LA16,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Pathoomphone,ມ. ປະທຸມພອນ,LA1605,,,,,,Champasack,ຈຳປາສັກ,LA16,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Phonthong,ມ. ໂພນທອງ,LA1606,,,,,,Champasack,ຈຳປາສັກ,LA16,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Champasack,ມ. ຈຳປາສັກ,LA1607,,,,,,Champasack,ຈຳປາສັກ,LA16,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Sukhuma,ມ. ສຸຂຸມາ,LA1608,,,,,,Champasack,ຈຳປາສັກ,LA16,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Moonlapamok,ມ. ມູນລະປະໂມກ,LA1609,,,,,,Champasack,ຈຳປາສັກ,LA16,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Khong,ມ. ໂຂງ,LA1610,,,,,,Champasack,ຈຳປາສັກ,LA16,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Xaysetha,ມ. ໄຊເສດຖາ,LA1701,,,,,,Attapeu,ອັດຕະປື,LA17,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Samakkhixay,ມ. ສາມັກຄີໄຊ,LA1702,,,,,,Attapeu,ອັດຕະປື,LA17,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Sanamxay,ມ. ສະໜາມໄຊ,LA1703,,,,,,Attapeu,ອັດຕະປື,LA17,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Sanxay,ມ. ຊານໄຊ,LA1704,,,,,,Attapeu,ອັດຕະປື,LA17,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Phouvong,ມ. ພູວົງ,LA1705,,,,,,Attapeu,ອັດຕະປື,LA17,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Anouvong,ມ. ອະນຸວົງ,LA1801,,,,,,Xaisomboon,ໄຊສົມບູນ,LA18,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Thathom,ມ. ທາໂທມ,LA1802,,,,,,Xaisomboon,ໄຊສົມບູນ,LA18,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Longsane,ມ. ລ້ອງຊານ,LA1803,,,,,,Xaisomboon,ໄຊສົມບູນ,LA18,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Home,ມ. ຮົ່ມ,LA1804,,,,,,Xaisomboon,ໄຊສົມບູນ,LA18,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
Longcheng,ມ. ລ້ອງແຈ້ງ,LA1805,,,,,,Xaisomboon,ໄຊສົມບູນ,LA18,Lao People's Democratic Republic (the),ສາທາລະນະລັດ ປະຊາທ,LA,2016-03-26,2019-11-12,
