#adm2+name+i_en,#adm2+name+i_ar,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_en,#adm2+name+alt2+i_en,#adm2+name+alt1+i_ar,#adm2+name+alt2+i_ar,#adm1+name+i_en,#adm1+name+i_ar,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_ar,#country+code+v_iso2,#date+start,#date+updated,#date+end
Jahran,جهران,YE2002,Jahran,,,,,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Jabal Ash sharq,جبل الشرق,YE2003,Jabal Ash sharq,,,,,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Maghrib Ans,مغرب عنس,YE2004,Maghrib Ans,,,,,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Otmah,عتمه,YE2005,Otmah,,,,,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Wusab Al Aali,وصاب العالي,YE2006,Wusab Al Aali,,,,,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Wusab As Safil,وصاب السافل,YE2007,Wusab As Safil,,,,,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Dhamar City,مدينة ذمار,YE2008,Dhamar City,,,,,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Mayfa'at Ans,ميفعة عنس,YE2009,Mayfaat Ans,,,,,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ans,عنس,YE2010,Ans,,,,,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Dawran Anis,ضوران انس,YE2011,Dawran Anis,,,,,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Manar,المنار,YE2012,Al Manar,,,,,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Dahr,دهر,YE2101,Dahr,,,,,Shabwah,شبوه,YE21,Yemen,اليمن,YE,2019-02-01,2019-10-02,
At Talh,الطلح,YE2102,At Talh,,,,,Shabwah,شبوه,YE21,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Jardan,جردان,YE2103,Jardan,,,,,Shabwah,شبوه,YE21,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Arma'a,عرماء,YE2104,Armaa,,,,,Shabwah,شبوه,YE21,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Osaylan,عسيلان,YE2105,Osaylan,,,,,Shabwah,شبوه,YE21,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ayn,عين,YE2106,Ayn,,,,,Shabwah,شبوه,YE21,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Bayhan,بيحان,YE2107,Bayhan,,,,,Shabwah,شبوه,YE21,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Markhah Al Olya,مرخة العليا,YE2108,Markhah Al Olya,,,,,Shabwah,شبوه,YE21,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Markhah As Sufla,مرخة السفلى,YE2109,Markhah As Sufla,,,,,Shabwah,شبوه,YE21,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Nisab,نصاب,YE2110,Nisab,,,,,Shabwah,شبوه,YE21,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Hatib,حطيب,YE2111,Hatib,,,,,Shabwah,شبوه,YE21,Yemen,اليمن,YE,2019-02-01,2019-10-02,
As Sa'id,الصعيد,YE2112,As Said,,,,,Shabwah,شبوه,YE21,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ataq,عتق,YE2113,Ataq,,,,,Shabwah,شبوه,YE21,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Habban,حبان,YE2114,Habban,,,,,Shabwah,شبوه,YE21,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ar Rawdah,الروضه,YE2115,Ar Rawdah,,,,,Shabwah,شبوه,YE21,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Mayfa'ah,ميفعه,YE2116,Mayfaah,,,,,Shabwah,شبوه,YE21,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Radum,رضوم,YE2117,Radum,,,,,Shabwah,شبوه,YE21,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Baqim,باقم,YE2201,Baqim,,,,,Sa'dah,صعده,YE22,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Qatabir,قطابر,YE2202,Qatabir,,,,,Sa'dah,صعده,YE22,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Monabbih,منبه,YE2203,Monabbih,,,,,Sa'dah,صعده,YE22,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ghamr,غمر,YE2204,Ghamr,,,,,Sa'dah,صعده,YE22,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Razih,رازح,YE2205,Razih,,,,,Sa'dah,صعده,YE22,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Shada'a,شداء,YE2206,Shadaa,,,,,Sa'dah,صعده,YE22,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Adh Dhahir,الظاهر,YE2207,Adh Dhahir,,,,,Sa'dah,صعده,YE22,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Haydan,حيدان,YE2208,Haydan,,,,,Sa'dah,صعده,YE22,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Saqin,ساقين,YE2209,Saqin,,,,,Sa'dah,صعده,YE22,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Majz,مجز,YE2210,Majz,,,,,Sa'dah,صعده,YE22,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Sahar,سحار,YE2211,Sahar,,,,,Sa'dah,صعده,YE22,Yemen,اليمن,YE,2019-02-01,2019-10-02,
As Safra,الصفراء,YE2212,As Safra,,,,,Sa'dah,صعده,YE22,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Hashwah,الحشوه,YE2213,Al Hashwah,,,,,Sa'dah,صعده,YE22,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Kitaf wa Al Boqa',كتاف والبقع,YE2214,Kitaf wa Al Boqa,,,,,Sa'dah,صعده,YE22,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Sa'dah,صعده,YE2215,Sadah,,,,,Sa'dah,صعده,YE22,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Hamdan,همدان,YE2301,Hamdan,,,,,Sana'a,صنعاء,YE23,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Arhab,ارحب,YE2302,Arhab,,,,,Sana'a,صنعاء,YE23,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Nihm,نهم,YE2303,Nihm,,,,,Sana'a,صنعاء,YE23,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Bani Hushaysh,بني حشيش,YE2304,Bani Hushaysh,,,,,Sana'a,صنعاء,YE23,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Sanhan wa Bani Bahlul,سنحان وبني بهلول,YE2305,Sanhan wa Bani Bahlul,,,,,Sana'a,صنعاء,YE23,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Bilad Ar Rus,بلاد الروس,YE2306,Bilad Ar Rus,,,,,Sana'a,صنعاء,YE23,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Bani Matar,بني مطر,YE2307,Bani Matar,,,,,Sana'a,صنعاء,YE23,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Haymah Ad Dakhiliyah,الحيمة الداخليه,YE2308,Al Haymah Ad Dakhiliyah,,,,,Sana'a,صنعاء,YE23,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Haymah Al Kharijiyah,الحيمة الخارجيه,YE2309,Al Haymah Al Kharijiyah,,,,,Sana'a,صنعاء,YE23,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Manakhah,مناخه,YE2310,Manakhah,,,,,Sana'a,صنعاء,YE23,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Sa'fan,صعفان,YE2311,Safan,,,,,Sana'a,صنعاء,YE23,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Khawlan,خولان,YE2312,Khawlan,,,,,Sana'a,صنعاء,YE23,Yemen,اليمن,YE,2019-02-01,2019-10-02,
At Tyal,الطيال,YE2313,At Tyal,,,,,Sana'a,صنعاء,YE23,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Bani Dabyan,بني ضبيان,YE2314,Bani Dabyan,,,,,Sana'a,صنعاء,YE23,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Hissn,الحصن,YE2315,Al Hissn,,,,,Sana'a,صنعاء,YE23,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Jihanah,جحانه,YE2316,Jihanah,,,,,Sana'a,صنعاء,YE23,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Dar Sa'd,دار سعد,YE2401,Dar Sad,,,,,Aden,عدن,YE24,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ash Shaykh Othman,الشيخ عثمان,YE2402,Ash Shaykh Othman,,,,,Aden,عدن,YE24,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Mansurah,المنصوره,YE2403,Al Mansurah,,,,,Aden,عدن,YE24,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Burayqah,البريقه,YE2404,Al Burayqah,,,,,Aden,عدن,YE24,Yemen,اليمن,YE,2019-02-01,2019-10-02,
At Tawahi,التواهي,YE2405,At Tawahi,,,,,Aden,عدن,YE24,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Mu'alla,المعلا,YE2406,Al Mualla,,,,,Aden,عدن,YE24,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Kritar - Sirah,صيره,YE2407,Kritar - Sirah,,,,,Aden,عدن,YE24,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Khur Maksar,خور مكسر,YE2408,Khur Maksar,,,,,Aden,عدن,YE24,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Had,الحد,YE2501,Al Had,,,,,Lahj,لحج,YE25,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Yafi',يافع,YE2502,Yafi,,,,,Lahj,لحج,YE25,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Maflahi,المفلحي,YE2503,Al Maflahi,,,,,Lahj,لحج,YE25,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Yahr,يهر,YE2504,Yahr,,,,,Lahj,لحج,YE25,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Habil Jabr,حبيل جبر,YE2505,Habil Jabr,,,,,Lahj,لحج,YE25,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Halmin,حالمين,YE2506,Halmin,,,,,Lahj,لحج,YE25,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Radfan,ردفان,YE2507,Radfan,,,,,Lahj,لحج,YE25,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Malah,الملاح,YE2508,Al Malah,,,,,Lahj,لحج,YE25,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Musaymir,المسيمير,YE2509,Al Musaymir,,,,,Lahj,لحج,YE25,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Qubaytah,القبيطه,YE2510,Al Qubaytah,,,,,Lahj,لحج,YE25,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Tur Al Bahah,طور الباحه,YE2511,Tur Al Bahah,,,,,Lahj,لحج,YE25,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Maqatirah,المقاطره,YE2512,Al Maqatirah,,,,,Lahj,لحج,YE25,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Madaribah Wa Al Aarah,المضاربة و العاره,YE2513,Al Madaribah Wa Al Aarah,,,,,Lahj,لحج,YE25,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Hawtah,الحوطه,YE2514,Al Hawtah,,,,,Lahj,لحج,YE25,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Tuban,تبن,YE2515,Tuban,,,,,Lahj,لحج,YE25,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Majzar,مجزر,YE2601,Majzar,,,,,Ma'rib,مارب,YE26,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Raghwan,رغوان,YE2602,Raghwan,,,,,Ma'rib,مارب,YE26,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Madghal Al Jid'an,مدغل الجدعان,YE2603,Madghal Al Jidan,,,,,Ma'rib,مارب,YE26,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Harib Al Qaramish,حريب القرامش,YE2604,Harib Al Qaramish,,,,,Ma'rib,مارب,YE26,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Bidbadah,بدبده,YE2605,Bidbadah,,,,,Ma'rib,مارب,YE26,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Sirwah,صرواح,YE2606,Sirwah,,,,,Ma'rib,مارب,YE26,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Jubah,الجوبه,YE2607,Al Jubah,,,,,Ma'rib,مارب,YE26,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Rahabah,رحبه,YE2608,Rahabah,,,,,Ma'rib,مارب,YE26,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Harib,حريب,YE2609,Harib,,,,,Ma'rib,مارب,YE26,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Mahliyah,ماهليه,YE2610,Mahliyah,,,,,Ma'rib,مارب,YE26,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Abdiyah,العبديه,YE2611,Al Abdiyah,,,,,Ma'rib,مارب,YE26,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ma'rib City,مدينة مارب,YE2612,Marib City,,,,,Ma'rib,مارب,YE26,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ma'rib,مارب,YE2613,Marib,,,,,Ma'rib,مارب,YE26,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Jabal Murad,جبل مراد,YE2614,Jabal Murad,,,,,Ma'rib,مارب,YE26,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Shibam Kawkaban,شبام كوكبان,YE2701,Shibam Kawkaban,,,,,Al Mahwit,المحويت,YE27,Yemen,اليمن,YE,2019-02-01,2019-10-02,
At Tawilah,الطويله,YE2702,At Tawilah,,,,,Al Mahwit,المحويت,YE27,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ar Rujum,الرجم,YE2703,Ar Rujum,,,,,Al Mahwit,المحويت,YE27,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Khabt,الخبت,YE2704,Al Khabt,,,,,Al Mahwit,المحويت,YE27,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Melhan,ملحان,YE2705,Melhan,,,,,Al Mahwit,المحويت,YE27,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Hufash,حفاش,YE2706,Hufash,,,,,Al Mahwit,المحويت,YE27,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Bani Sa'd,بني سعد,YE2707,Bani Sad,,,,,Al Mahwit,المحويت,YE27,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Mahwit City,مدينة المحويت,YE2708,Al Mahwit City,,,,,Al Mahwit,المحويت,YE27,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Mahwit,المحويت,YE2709,Al Mahwit,,,,,Al Mahwit,المحويت,YE27,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Shahin,شحن,YE2801,Shahin,,,,,Al Maharah,المهره,YE28,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Hat,حات,YE2802,Hat,,,,,Al Maharah,المهره,YE28,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Hawf,حوف,YE2803,Hawf,,,,,Al Maharah,المهره,YE28,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Ghaydhah,الغيظه,YE2804,Al Ghaydhah,,,,,Al Maharah,المهره,YE28,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Man'ar,منعر,YE2805,Manar,,,,,Al Maharah,المهره,YE28,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Masilah,المسيله,YE2806,Al Masilah,,,,,Al Maharah,المهره,YE28,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Sayhut,سيحوت,YE2807,Sayhut,,,,,Al Maharah,المهره,YE28,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Qishn,قشن,YE2808,Qishn,,,,,Al Maharah,المهره,YE28,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Haswin,حصوين,YE2809,Haswin,,,,,Al Maharah,المهره,YE28,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Harf Sufyan,حرف سفيان,YE2901,Harf Sufyan,,,,,Amran,عمران,YE29,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Huth,حوث,YE2902,Huth,,,,,Amran,عمران,YE29,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Ashah,العشه,YE2903,Al Ashah,,,,,Amran,عمران,YE29,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Qaflat Odhar,قفلة عذر,YE2904,Qaflat Odhar,,,,,Amran,عمران,YE29,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Shaharah,شهاره,YE2905,Shaharah,,,,,Amran,عمران,YE29,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Madan,المدان,YE2906,Al Madan,,,,,Amran,عمران,YE29,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Suwayr,صوير,YE2907,Suwayr,,,,,Amran,عمران,YE29,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Dhulaymat Habur,ظليمة حبور,YE2908,Dhulaymat Habur,,,,,Amran,عمران,YE29,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Dhibain,ذيبين,YE2909,Dhibain,,,,,Amran,عمران,YE29,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Kharif,خارف,YE2910,Kharif,,,,,Amran,عمران,YE29,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Raydah,ريده,YE2911,Raydah,,,,,Amran,عمران,YE29,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Jabal Eyal Yazid,جبل عيال يزيد,YE2912,Jabal Eyal Yazid,,,,,Amran,عمران,YE29,Yemen,اليمن,YE,2019-02-01,2019-10-02,
As Sudah,السوده,YE2913,As Sudah,,,,,Amran,عمران,YE29,Yemen,اليمن,YE,2019-02-01,2019-10-02,
As Sawd,السود,YE2914,As Sawd,,,,,Amran,عمران,YE29,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Amran,عمران,YE2915,Amran,,,,,Amran,عمران,YE29,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Maswar,مسور,YE2916,Maswar,,,,,Amran,عمران,YE29,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Thula,ثلاء,YE2917,Thula,,,,,Amran,عمران,YE29,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Eyal Surayh,عيال سريح,YE2918,Eyal Surayh,,,,,Amran,عمران,YE29,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Khamir,خمر,YE2919,Khamir,,,,,Amran,عمران,YE29,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Bani Surim,بني صريم,YE2920,Bani Surim,,,,,Amran,عمران,YE29,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Juban,جبن,YE3001,Juban,,,,,Ad Dali',الضالع,YE30,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Damt,دمت,YE3002,Damt,,,,,Ad Dali',الضالع,YE30,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Qa'tabah,قعطبه,YE3003,Qatabah,,,,,Ad Dali',الضالع,YE30,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ash Shu'ayb,الشعيب,YE3004,Ash Shuayb,,,,,Ad Dali',الضالع,YE30,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Hasayn,الحصين,YE3005,Al Hasayn,,,,,Ad Dali',الضالع,YE30,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ad Dali',الضالع,YE3006,Ad Dali,,,,,Ad Dali',الضالع,YE30,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Jahaf,جحاف,YE3007,Jahaf,,,,,Ad Dali',الضالع,YE30,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Azariq,الازارق,YE3008,Al Azariq,,,,,Ad Dali',الضالع,YE30,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Husha,الحشاء,YE3009,Al Husha,,,,,Ad Dali',الضالع,YE30,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Bilad Atta'am,بلاد الطعام,YE3101,Bilad Attaam,,,,,Raymah,ريمه,YE31,Yemen,اليمن,YE,2019-02-01,2019-10-02,
As Salafiyyah,السلفيه,YE3102,As Salafiyyah,,,,,Raymah,ريمه,YE31,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Jabin,الجبين,YE3103,Al Jabin,,,,,Raymah,ريمه,YE31,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Mazhar,مزهر,YE3104,Mazhar,,,,,Raymah,ريمه,YE31,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Kusmah,كسمه,YE3105,Kusmah,,,,,Raymah,ريمه,YE31,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Ja'fariyyah,الجعفريه,YE3106,Al Jafariyyah,,,,,Raymah,ريمه,YE31,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Hadibu,حديبو,YE3201,Hadibu,,,,,Socotra,سقطرى,YE32,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Qalansiyah wa Abd Al Kuri,قلنسية وعبد الكوري,YE3202,Qalansiyah wa Abd Al Kuri,,,,,Socotra,سقطرى,YE32,Yemen,اليمن,YE,2019-02-01,2019-10-02,
