#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm3+code+v_numerodinatio,#adm3+name+i_eng+is_latn,#adm3+name+i_ara+is_arab,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm3+name+alt1+i_ara+is_arab,#adm3+name+alt2+i_ara+is_arab,#adm2+name+i_eng+is_latn,#adm2+name+i_ara+is_arab,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+name+i_ara+is_arab,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_ara+is_arab,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:887:3:150724,150724,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1507,1603:45:16:887:3:150724,Al Aytamah,الايتمه,YE150724,Al Aytamah,,,,,Mawza',موزع,YE1507,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:150821,150821,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1508,1603:45:16:887:3:150821,Yafrus,يفرس,YE150821,Yafrus,,,,,Jabal Habashi,جبل حبشي,YE1508,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:150822,150822,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1508,1603:45:16:887:3:150822,Al Haql,الحقل,YE150822,Al Haql,,,,,Jabal Habashi,جبل حبشي,YE1508,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:150823,150823,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1508,1603:45:16:887:3:150823,Al Quhaf,القحاف,YE150823,Al Quhaf,,,,,Jabal Habashi,جبل حبشي,YE1508,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:150824,150824,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1508,1603:45:16:887:3:150824,Nimrah,نمره,YE150824,Nimrah - Jabal Habashi,,,,,Jabal Habashi,جبل حبشي,YE1508,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:150825,150825,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1508,1603:45:16:887:3:150825,Bani Isa,بني عيسى,YE150825,Bani Isa - Jabal Habashi,,,,,Jabal Habashi,جبل حبشي,YE1508,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:150826,150826,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1508,1603:45:16:887:3:150826,Al Maratibah,المراتبه,YE150826,Al Maratibah,,,,,Jabal Habashi,جبل حبشي,YE1508,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:150827,150827,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1508,1603:45:16:887:3:150827,Al Jabal,الجبل,YE150827,Al Jabal - Jabal Habashi,,,,,Jabal Habashi,جبل حبشي,YE1508,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:150828,150828,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1508,1603:45:16:887:3:150828,Al Burihah,البريهه,YE150828,Al Burihah,,,,,Jabal Habashi,جبل حبشي,YE1508,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:150829,150829,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1508,1603:45:16:887:3:150829,Bilad Al Wafi,بلادالوافي,YE150829,Bilad Al Wafi,,,,,Jabal Habashi,جبل حبشي,YE1508,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:150830,150830,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1508,1603:45:16:887:3:150830,Wadi Bani Khawlan,وادي بني خولان,YE150830,Wadi Bani Khawlan,,,,,Jabal Habashi,جبل حبشي,YE1508,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:150831,150831,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1508,1603:45:16:887:3:150831,Ash Shurajah,الشراجه,YE150831,Ash Shurajah,,,,,Jabal Habashi,جبل حبشي,YE1508,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:150832,150832,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1508,1603:45:16:887:3:150832,Bani Bukari,بني بكاري,YE150832,Bani Bukari,,,,,Jabal Habashi,جبل حبشي,YE1508,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:150833,150833,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1508,1603:45:16:887:3:150833,Adinah,عدينه,YE150833,Adinah,,,,,Jabal Habashi,جبل حبشي,YE1508,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:150921,150921,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1509,1603:45:16:887:3:150921,Hadnan,حدنان,YE150921,Hadnan,,,,,Mashr'ah Wa Hadnan,مشرعة وحدنان,YE1509,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:150922,150922,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1509,1603:45:16:887:3:150922,Mashra'ah,مشرعه,YE150922,Mashraah,,,,,Mashr'ah Wa Hadnan,مشرعة وحدنان,YE1509,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151021,151021,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1510,1603:45:16:887:3:151021,Ad Dabab,الضباب,YE151021,Ad Dabab,,,,,Sabir Al Mawadim,صبر الموادم,YE1510,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151022,151022,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1510,1603:45:16:887:3:151022,Birdad,برداد,YE151022,Birdad,,,,,Sabir Al Mawadim,صبر الموادم,YE1510,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151023,151023,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1510,1603:45:16:887:3:151023,Al Mawadim,الموادم,YE151023,Al Mawadim,,,,,Sabir Al Mawadim,صبر الموادم,YE1510,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151024,151024,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1510,1603:45:16:887:3:151024,Al Jarn,الجرن,YE151024,Al Jarn,,,,,Sabir Al Mawadim,صبر الموادم,YE1510,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151025,151025,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1510,1603:45:16:887:3:151025,Say'ah,سيعه,YE151025,Sayah,,,,,Sabir Al Mawadim,صبر الموادم,YE1510,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151026,151026,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1510,1603:45:16:887:3:151026,Al Mi'qab,المعقاب,YE151026,Al Miqab,,,,,Sabir Al Mawadim,صبر الموادم,YE1510,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151027,151027,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1510,1603:45:16:887:3:151027,Dhi Al Barh,ذي البرح,YE151027,Dhi Al Barh,,,,,Sabir Al Mawadim,صبر الموادم,YE1510,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151028,151028,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1510,1603:45:16:887:3:151028,Al Aridah,العارضه,YE151028,Al Aridah - Sabir Al Mawadim,,,,,Sabir Al Mawadim,صبر الموادم,YE1510,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151029,151029,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1510,1603:45:16:887:3:151029,An Nijadah,النجاده,YE151029,An Nijadah,,,,,Sabir Al Mawadim,صبر الموادم,YE1510,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151030,151030,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1510,1603:45:16:887:3:151030,Tubash'ah,تباشعه,YE151030,Tubashah,,,,,Sabir Al Mawadim,صبر الموادم,YE1510,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151031,151031,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1510,1603:45:16:887:3:151031,Al Adnah,العدنه,YE151031,Al Adnah,,,,,Sabir Al Mawadim,صبر الموادم,YE1510,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151032,151032,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1510,1603:45:16:887:3:151032,Mar'it,مرعيت,YE151032,Marit,,,,,Sabir Al Mawadim,صبر الموادم,YE1510,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151033,151033,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1510,1603:45:16:887:3:151033,Adh Dhira',الذراع,YE151033,Adh Dhira - Sabir Al Mawadim,,,,,Sabir Al Mawadim,صبر الموادم,YE1510,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151034,151034,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1510,1603:45:16:887:3:151034,Al Hazah,الحازه,YE151034,Al Hazah,,,,,Sabir Al Mawadim,صبر الموادم,YE1510,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151121,151121,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1511,1603:45:16:887:3:151121,Hasban Asfal,حصبان اسفل,YE151121,Hasban Asfal,,,,,Al Misrakh,المسراخ,YE1511,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151122,151122,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1511,1603:45:16:887:3:151122,Anbyan,انبيان,YE151122,Anbyan,,,,,Al Misrakh,المسراخ,YE1511,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151123,151123,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1511,1603:45:16:887:3:151123,Masfar,مسفر,YE151123,Masfar,,,,,Al Misrakh,المسراخ,YE1511,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151124,151124,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1511,1603:45:16:887:3:151124,Arsh,عرش,YE151124,Arsh,,,,,Al Misrakh,المسراخ,YE1511,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151125,151125,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1511,1603:45:16:887:3:151125,Watir,وتير,YE151125,Watir,,,,,Al Misrakh,المسراخ,YE1511,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151126,151126,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1511,1603:45:16:887:3:151126,Jarah,جاره,YE151126,Jarah,,,,,Al Misrakh,المسراخ,YE1511,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151127,151127,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1511,1603:45:16:887:3:151127,Taluq,طالوق,YE151127,Taluq,,,,,Al Misrakh,المسراخ,YE1511,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151128,151128,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1511,1603:45:16:887:3:151128,Hasban A'la,حصبان اعلى,YE151128,Hasban Ala,,,,,Al Misrakh,المسراخ,YE1511,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151129,151129,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1511,1603:45:16:887:3:151129,Al Aqrud,الاقروض,YE151129,Al Aqrud,,,,,Al Misrakh,المسراخ,YE1511,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151130,151130,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1511,1603:45:16:887:3:151130,Khurishah,خريشه,YE151130,Khurishah,,,,,Al Misrakh,المسراخ,YE1511,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151131,151131,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1511,1603:45:16:887:3:151131,Sanamat,صنمات,YE151131,Sanamat,,,,,Al Misrakh,المسراخ,YE1511,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151132,151132,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1511,1603:45:16:887:3:151132,Abdan,عبدان,YE151132,Abdan,,,,,Al Misrakh,المسراخ,YE1511,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151221,151221,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1512,1603:45:16:887:3:151221,Khadir Al Silmi,خدير السلمى,YE151221,Khadir Al Silmi,,,,,Dimnat Khadir,خدير,YE1512,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151222,151222,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1512,1603:45:16:887:3:151222,Khadir Al Badu,خدير البدو,YE151222,Khadir Al Badu,,,,,Dimnat Khadir,خدير,YE1512,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151223,151223,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1512,1603:45:16:887:3:151223,Ash Shuwayfah,الشويفه,YE151223,Ash Shuwayfah,,,,,Dimnat Khadir,خدير,YE1512,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151321,151321,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1513,1603:45:16:887:3:151321,Ad Dabah,الضبه,YE151321,Ad Dabah,,,,,As Silw,الصلو,YE1513,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151322,151322,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1513,1603:45:16:887:3:151322,Ash Sharaf,الشرف,YE151322,Ash Sharaf - As Silw,,,,,As Silw,الصلو,YE1513,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151323,151323,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1513,1603:45:16:887:3:151323,Ad Di'ah,الضعه,YE151323,Ad Diah,,,,,As Silw,الصلو,YE1513,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151324,151324,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1513,1603:45:16:887:3:151324,Al Okayshah,العكيشه,YE151324,Al Okayshah,,,,,As Silw,الصلو,YE1513,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151325,151325,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1513,1603:45:16:887:3:151325,Al Huribah,الحريبه,YE151325,Al Huribah,,,,,As Silw,الصلو,YE1513,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151326,151326,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1513,1603:45:16:887:3:151326,Al Qabilah,القابله,YE151326,Al Qabilah,,,,,As Silw,الصلو,YE1513,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151327,151327,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1513,1603:45:16:887:3:151327,Al Ash'ub,الاشعوب,YE151327,Al Ashub - As Silw,,,,,As Silw,الصلو,YE1513,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151328,151328,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1513,1603:45:16:887:3:151328,Al Mashjub,المشجب,YE151328,Al Mashjub,,,,,As Silw,الصلو,YE1513,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151329,151329,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1513,1603:45:16:887:3:151329,Adh Dhahrin,الظهرين,YE151329,Adh Dhahrin,,,,,As Silw,الصلو,YE1513,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151330,151330,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1513,1603:45:16:887:3:151330,Sa'lat Quradah,سائلة قراضه,YE151330,Salat Quradah,,,,,As Silw,الصلو,YE1513,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151331,151331,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1513,1603:45:16:887:3:151331,Al Wadar,الودر,YE151331,Al Wadar,,,,,As Silw,الصلو,YE1513,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151421,151421,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151421,Sharjab,شرجب,YE151421,Sharjab,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151422,151422,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151422,Ar Rubaysah,الربيصه,YE151422,Ar Rubaysah,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151423,151423,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151423,Al Madahij,المداحج,YE151423,Al Madahij,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151424,151424,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151424,Al Mashariqah,المشارقه,YE151424,Al Mashariqah,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151425,151425,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151425,Bani Ghazi,بني غازى,YE151425,Bani Ghazi,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151426,151426,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151426,Jabal Sabran,جبل صبران,YE151426,Jabal Sabran,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151427,151427,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151427,Al Qurayshah,القريشه,YE151427,Al Qurayshah,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151428,151428,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151428,Al Hadarim,الحضارم,YE151428,Al Hadarim,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151429,151429,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151429,Adim,اديم,YE151429,Adim,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151430,151430,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151430,Dhubhan,ذبحان,YE151430,Dhubhan,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151431,151431,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151431,At Turbah,التربه,YE151431,At Turbah - Ash Shamayatayn,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151432,151432,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151432,Al Aza'iz,العزاعز,YE151432,Al Azaiz,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151433,151433,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151433,Bani Shaybah Al Gharb,بني شيبة الغرب,YE151433,Bani Shaybah Al Gharb,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151434,151434,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151434,Bani Omar,بني عمر,YE151434,Bani Omar - Ash Shamayatayn,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151435,151435,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151435,Al Masahin,المساحين,YE151435,Al Masahin,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151436,151436,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151436,Az Za'azi',الزعازع,YE151436,Az Zaazi,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151437,151437,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151437,Rasin,راسن,YE151437,Rasin,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151438,151438,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151438,Al Alqamah,العلقمه,YE151438,Al Alqamah,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151439,151439,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151439,Ash Shamayah Al Gharbyah,الشمايا الغربيه,YE151439,Ash Shamayah Al Gharbyah,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151440,151440,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151440,Al Badhijah,البذيجه,YE151440,Al Badhijah,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151441,151441,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151441,Al Kuwayrah,الكويره,YE151441,Al Kuwayrah,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151442,151442,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151442,Bani Mohammad,بني محمد,YE151442,Bani Mohammad - Ash Shamayatayn,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151443,151443,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151443,Bani Shaybah Ash Sharq,بني شيبة الشرق,YE151443,Bani Shaybah Ash Sharq,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151444,151444,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151444,Al Maqarimah,المقارمه,YE151444,Al Maqarimah,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
1603:45:16:887:3:151445,151445,1603:45:16:887:0,1603:45:16:887:1:15,1603:45:16:887:2:1514,1603:45:16:887:3:151445,Az Zakirah,الزكيره,YE151445,Az Zakirah,,,,,Ash Shamayatayn,الشمايتين,YE1514,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2021-02-11,
